,review,label
409,"['balik', 'balik', 'balik', 'siklus', 'urus', 'bersih', 'coba', 'coba', 'tapi', 'bagus', 'jauh', 'paham', 'bersih', 'tekstur', 'gel', 'bening', 'bersih', 'lembut', 'kesat', 'lebih']",1
410,"['bruntus', 'jidat', 'tidak cocok', '', 'jual', 'sila', 'tidak minat', '', 'jual']",0
411,"['face', 'benar', 'benar', 'tidak kering', '', 'aman', 'banget', 'kombinasi', 'jerawat', 'prone', 'produk', 'tidak wangi', '', 'tipis', 'banget', 'hampir', 'tidak asa', '', 'lembap', 'banget', 'rekomendasi']",1
412,"['sering', 'bagus', 'coba', 'betul', 'tapi', 'tidak cocok', '', 'jerawat', 'lumayan', 'parah', 'coba', 'awal', 'rasa', 'tidak bersih', '', 'gel', 'tapi', 'lama', 'lama', 'enak', 'tekstur', 'lebih', 'bagus', 'merah', 'merah', 'jerawat', 'hilang', 'tinggal', 'bekas', 'rekomendasi', 'banget', 'produk', 'harga', 'kualitas']",1
413,"['ragu', 'banget', 'benar', 'kurang suka', '', 'bersih', 'gel', 'kurang bersih', '', 'tapi', 'coba', 'awal', 'bagus', 'banget', 'produk', 'coba', 'langsung', 'sih', 'bagus', 'banget', 'lembap', 'kenyal', 'penting', 'efektif', 'sih', 'repurchase']",1
414,"['ringan', 'banget', 'serius', 'tidak tarik', '', 'cerah', 'lembut', 'tekstur', 'tidak gradakan', '', 'suka', 'wangi', 'natural', 'rempah', 'cocok', 'banget', 'jujur', 'suka', 'banget', 'wangi']",1
415,"['bekas', 'cocok', 'banget', 'face', 'super', 'gentle', 'bersih', 'banget', 'irit', 'rasa', 'tidak habis', '', 'padahal', 'jual', 'bosan', 'coba', 'boleh', 'langsung']",0
416,"['salah', 'sabun', 'favorit', 'sabun', 'gentle', 'banget', 'tekstur', 'gel', 'bening', 'cocok', 'banget', 'sensitif', 'rasa', 'lembut', 'banget', 'lembap', 'tidak asa', '', 'tarik']",1
417,"['tekstur', 'gel', 'enak', 'banget', 'aroma', 'tenang', 'hasil', 'akhir', 'lembap', 'halus', 'tapi', 'sayang', 'kurang ampuh', '', 'asa', 'tapi', 'habis', 'biasa', 'sensasi', 'tenang', 'bersih', 'tidak kesat', '', 'akhir', 'ganti', 'lebih', 'ampuh', 'tapi', 'sangat', 'rekomendasi', 'enggak', 'coba', 'penuh', 'cocok', 'tidak aneh', '']",1
418,"['rasa', 'kurang bersih', '', 'produk', 'tarik', 'tidak baik', '', 'lama', 'lama', 'suka', 'banget', 'lembap', 'tidak jerawat', '', 'sedikit', 'wangi', 'segar', 'cukup', 'sedikit', 'produk', 'hasil', 'busa', 'cukup', 'tekstur', 'gel', 'bening', 'sabun']",1
419,"['gentle', 'banget', 'walaupun', 'gel', 'bening', 'tapi', 'busa', 'tapi', 'sedikit', 'asa', 'bersih', 'segar', 'asa', 'cerah', 'tidak asa', '', 'tarik', 'kering', 'padahal', 'dehidrasi', 'parah', 'rasa', 'sedikit', 'lembap']",1
420,"['bersih', 'hasil', 'akhir', 'lembap', 'tidak tarik', '', 'tidak bau', '', 'aneh', 'tidak wangi', '', 'tekstur', 'gel', 'bening', 'busa', 'wajar', 'bukan busa', '', 'heboh', 'harga', 'lumayan', 'mahal', 'sabun', 'tapi', 'performa']",1
421,"['habis', 'bagi', 'jerawat', 'merah', 'merah', 'tidak merah', '', 'habis', 'merah', 'hilang']",0
422,"['tekstur', 'suka', 'tidak ganggu', '', 'aktifitas', 'cepat', 'resap', 'satu', 'coba', 'jerawat', 'prone', 'aman', 'breakout', 'aroma', 'tidak ganggu', '']",1
423,"['banget', 'coba', 'tapi', 'tidak sesal', '', 'kondisi', 'kering', 'jerawat', 'aktif', 'kecil', 'kecil', 'merah', 'rasa', 'tenang', 'lembut', 'lembap', 'tidak rasa', '', 'tarik', 'merah', 'reda', 'jerawat', 'hilang', 'benar', 'benar', 'gentle', 'bersih', 'alternatif', 'selain', 'cetaphil', 'hampir', 'tidak bau', '', 'aman', 'sensitif', 'isi', 'banyak', 'kemas', 'simpel']",1
424,"['favorit', 'cosrx', 'salicylic', 'acid', 'kurang suka', '', 'tekstur', 'gel', 'tidak kesat', '', 'tapi', 'benar', 'klaim', 'bagus', 'banget', 'breakout', 'breakout', 'tenang', 'banget', 'tidak aneh', '', 'bahan']",1
425,"['sabun', 'favorit', 'langsung', 'asa', 'bersih', 'bagus', 'banget', 'kulit', 'minyak', 'jerawat', 'bantu', 'kurang', 'bruntus', 'repurchase', 'pasti']",1
426,"['favorit', 'bersih', 'lebih', 'besar', 'suka', 'tekstur', 'gel', 'busa', 'tidak banyak', '', 'kering', 'bagi', 'tapi', 'langsung', 'lembap', 'kandung', 'treetea', 'bagus', 'jerawat', 'rekomendasi']",1
427,"['sangat', 'gentle', 'bersih', 'tekstur', 'ringan', 'cocok', 'guna', 'gel', 'bersih', 'bisa', 'guna', 'bekas', 'bersih', 'bersih', 'bersih', 'banyak', 'rekomendasi', 'minyak']",1
428,"['super', 'gentle', 'bersih', 'bagus', 'cerah', 'bruntus', 'langsung', 'hilang', 'halus', 'banget', 'tekstur', 'tidak masalah', '', 'bagus', 'banget', 'pori', 'pori']",1
429,"['awal', 'lumayan', 'sinar', 'walaupun', 'awal', 'tidak tarik', '', 'pori', 'pori', 'liat', 'banget', 'tidak tapi', '', 'jauh', 'belum', 'efek', 'rugi', 'banget', 'balik']",1
430,"['bersih', 'awal', 'selamat', 'kering', 'kering', 'parah', 'kelupas', 'benar', 'bersih', 'busa', 'selamat', 'lembap', 'tidak kelupas', '', 'efek', 'jerawat', 'kalem', 'hidrasi', 'bagus', 'namun', 'sering', 'pikir', 'bersih', 'tidak sabun', '', 'tidak tinggal', '', 'tidak cukup', '', 'mahal', 'kantong', 'seperti', 'repurchase', 'tidak temu', '', 'harga', 'lebih', 'jangkau', 'kualitas', 'kualitas', 'efek', 'hidrasi']",1
431,"['coba', 'cetaphil', 'biang', 'jerawat', 'tidak matang', '', 'atau', 'kempes', 'radang', 'terus', 'cetaphil', 'kalem', 'bruntus', 'belum', 'hilang', 'padahal', 'besar', 'banget', 'cocok', 'besar', 'tidak minat', '', 'murah', 'tidak pakai', '']",0
432,"['ulang', 'ganti', 'ganti', 'produk', 'bersih', 'tapi', 'baik', 'cosrx', 'enak', 'banget', 'habis', 'tidak tarik', '', 'kering', 'lama', 'tidak timbul', '', 'salah', 'bersih', 'rekomendasi']",1
433,"['bagus', 'bagus', 'bagus', 'banget', 'holygrail', 'parah', 'tidak bagus', '', 'habis', 'tidak kesat', '', 'tidak tarik', '', 'atau', 'merah', 'merah', 'bau', 'tidak bau', '', 'aneh', 'aneh', 'suka', 'banget', 'busa', 'tidak banyak', '', 'awet', 'banget', 'bisa', 'murah', 'repurchase', 'sangat', 'rekomendasi']",1
434,"['bagus', 'coba', 'tarik', 'kering', 'banget', 'busa', 'tidak banyak', '', 'gentle', 'tidak tarik', '', 'bersih', 'sedikit', 'tenang', 'tapi', 'tidak rasa', '', 'efek', 'repurchase', 'coba']",1
435,"['rekomendasi', 'gentle', 'kurang cocok', '', 'tidak cocok', '', 'gradakan', 'parah', 'tapi', 'jerawat', 'batu', 'mata', 'tekstur', 'ringan', 'banget', 'wangi', 'wangi', 'herbal', 'untung', 'tidak sesal', '', 'banget', 'walaupun', 'tidak cocok', '']",0
436,"['gentle', 'banget', 'cetaphil', 'tapi', 'kurang suka', '', 'tidak busa', '', 'cosrx', 'busa', 'enak', 'rasa', 'tapi', 'gentle', 'tidak efek', '', 'negatif', 'lumayan', 'sensitif', 'bisa', 'tenang', 'jerawat', 'coba', 'produk', 'gentle', 'cocok']",1
437,"['bagus', 'tidak efek', '', 'tarik', 'tidak kering', '', 'harga', 'jangkau', 'banget', 'gentle', 'busa', 'tidak banyak', '', 'bau', 'relax', 'tidak ganggu', '', 'enak', 'pakai', 'tekstur', 'gel', 'suka', 'banget', 'tidak gampang', '', 'habis']",1
438,"['tidak heran', '', 'suka', 'face', 'awal', 'tidak tarik', '', 'coba', 'akhir', 'diskon', 'lumayan', 'banget', 'akhir', 'coba', 'suka', 'busa', 'face', 'busa', 'tapi', 'lembut', 'banget', 'rasa', 'bersih', 'tidak kering', '', 'tarik', 'repurchase', 'kelana', 'face', 'lokal', 'lebih', 'murah']",1
439,"['suka', 'banget', 'face', 'lembap', 'tidak tarik', '', 'habis', 'wangi', 'hampir', 'tidak enak', '', 'pakai', 'tapi', 'busa', 'sabun', 'sedikit', 'banget', 'padahal', 'suka', 'banyak', 'sabun', 'tapi', 'tidak masalah', '']",1
440,"['luar', 'coba', 'tidak kering', '', 'tapi', 'biasa', 'tidak purging', '', 'efek', 'tidak tidak', '', 'habis', 'double', 'bersih', 'bau', 'tidak ganggu', '', 'busa', 'lumayan', 'banyak']",1
441,"['cocok', 'banget', 'tidak masalah', '', 'andal', 'stok', 'bersih', 'ringan', 'banget', 'tidak kering', '', 'tidak tarik', '', 'bau', 'bau', 'teatree', 'segar', 'tidak masalah', '']",1
442,"['gel', 'bersih', 'super', 'bagus', 'banget', 'gel', 'warna', 'bening', 'keluar', 'sedikit', 'busa', 'tapi', 'bersih', 'lembap', 'banget', 'kenyal', 'bersih', 'kandung', 'cocok', 'banget', 'sensitif']",1
443,"['tidak harap', '', 'banyak', 'produk', 'kelana', 'coba', 'bagus', 'cetaphil', 'cerah', 'tapi', 'awal', 'coba', 'ringan', 'bersih', 'benar', 'bahagia', 'harga', 'suka', 'produk', 'belum', 'coba', 'saran', 'banget', 'coba', 'asli', 'tekstur', 'gel', 'aplikasi', 'lembut', 'tapi', 'busa', 'busa', 'lembut', 'banget', 'habis', 'bilas', 'tarik', 'tapi', 'bersih', 'lama', 'belum', 'racun']",1
444,"['coba', 'tapi', 'kurang cocok', '', 'rasa', 'tarik', 'kaku', 'jual', 'murah', 'banget', 'boleh', 'tidak serius', '']",0
445,"['bersih', 'tekstur', 'gel', 'bening', 'busa', 'sedikit', 'cocok', 'pakai', 'sensitif', 'jerawat', 'prone', 'wangi', 'sedikit', 'cium', 'wangi', 'tapi', 'tidak ganggu', '', 'cukup', 'gentle', 'bersih']",1
446,"['bersih', 'efektif', 'bersih', 'bersih', 'enak', 'banget', 'pakai', 'bersih', 'tidak minyak', '', 'tapi', 'tidak tarik', '', 'rasa', 'lebih', 'bersih', 'enak', 'pegang', 'pegang', 'awet', 'cukup']",1
447,"['face', 'cocok', 'gampang', 'susah', 'tapi', 'bagus', 'gel', 'bersih', 'banyak', 'rekomendasi', 'banyak', 'korea', 'rating', 'bagus', 'gel', 'bersih', 'walaupun', 'gentle', 'tapi', 'efektif', 'sih', 'tidak kering', '', 'asa', 'lembap', 'bersih', 'segar', 'gel', 'bening', 'busa', 'hasil', 'cukup', 'banyak', 'lengkap', 'eksfoliasi', 'jerawat', 'produk', 'bisa', 'bersih', 'butuh', 'salah', 'bersih', 'favorit']",1
448,"['face', 'bagus', 'banget', 'lembap', 'meski', 'kurang suka', '', 'tidak parfum', '', 'aroma', 'lebih', 'herbal', 'kurang suka', '', 'aneh', 'bekas', 'hari', 'minat', 'bisa', 'banyak', 'bekas']",1
449,"['tahun', 'coba', 'pindah', 'hati', 'tapi', 'tulis', 'tapi', 'peduli', 'rutin', 'cocok', 'sangat', 'tapi', 'bersih', 'aroma', 'harga', 'cinta']",1
450,"['bagus', 'bersih', 'coba', 'besar', 'banyak', 'bersih', 'korea', 'senang', 'besar', 'tidak boros', '', 'bersih', 'gede', 'bersih', 'gel', 'bening', 'tekstur', 'kental', 'licin', 'tekstur', 'susah', 'licin', 'tapi', 'ampuh', 'banget', 'bersih', 'kotor', 'benar', 'benar', 'bersih', 'efek', 'halus', 'jangan harap', '', 'bersih', 'cerah', '']",1
451,"['awal', 'face', 'tidak kering', '', 'asa', 'tarik', 'lepas', 'cocok', 'banget', 'asa', 'lembap', 'walaupun', 'belum', 'asa', 'lembap', 'banget']",1
452,"['bersih', 'hampir', 'cinta', 'jerawat', 'muncul', 'lumayan', 'besar', 'henti', 'cocok', 'tekstur', 'gel', 'lumayan', 'awet', 'habis', 'muncul', 'jerawat', 'pikir', 'bukan tapi', '', 'tapi', 'muncul', 'banyak', 'henti', 'jerawat', 'pelan', 'kempes', 'mending', 'tidak padahal', '', 'repurchase', 'tidak aneh', '', 'bau', 'hampir', 'tidak tapi', '', 'samar', 'kadang', 'kering', 'busa', 'tidak banyak', '', 'sedikit', 'cukup', 'coba', 'tidak cocok', '', 'tidak rugi', '', 'banget']",0
453,"['bersih', 'favorit', 'tapi', 'sayang', 'harga', 'mahal', 'bening', 'enak', 'banget', 'asa', 'ringan', 'bau', 'benar', 'benar', 'enak', 'banget', 'tidak kering', '', 'benar', 'benar', 'cocok']",1
454,"['favorit', 'bersih', 'harga', 'tidak mahal', '', 'banget', 'tapi', 'kualitas', 'sial', 'bagus', 'banget', 'tidak banyak', '', 'bahan', 'aneh', 'aneh', 'bersih', 'tidak tarik', '', 'bau', 'teatree', 'banget', 'tekstur', 'gel', 'bening', 'sedikit', 'cukup', 'tidak busa', '', 'tapi', 'sedikit', 'suka', 'banget', 'baik', 'banget', 'jarang', 'bruntus']",1
455,"['face', 'original', 'tapi', 'tidak cocok', '', 'tidak muncul', '', 'jerawat', 'besar', 'banget', 'jidat', 'merah', 'bruntus', 'tidak hilang', '', 'tambah', 'besar', 'bekas', 'bisa', 'banyak', 'banget', 'bisa']",0
456,"['lama', 'tidak bersih', '', 'enak', 'tidak tarik', '', 'kurang', 'minyak', 'komedo', 'kurang wangi', '', 'minyak', 'putih', 'tapi', 'tidak ganggu', '', 'wangi']",1
457,"['lama', 'face', 'akhir', 'cosrx', 'nobat', 'face', 'cinta', 'tekstur', 'gel', 'tidak banyak', '', 'busa', 'tidak tarik', '', 'tidak perih', '', 'kurang', 'minyak', 'wajah', 'banget', 'belum', 'coba', 'coba', 'lanjur', 'suka', 'banget', 'bagus', 'coba', 'isi', 'banyak', 'harga', 'lumayan', 'jangkau']",1
458,"['awal', 'racun', 'banyak', 'bagus', 'sensitif', 'akhir', 'bagus', 'tidak tarik', '', 'tapi', 'rasa', 'bersih', 'banget', 'tidak banyak', '', 'busa', 'akhir', 'repurchase', 'besar']",1
459,"['face', 'ringan', 'bahan', 'aneh', 'gel', 'warna', 'transparan', 'busa', 'sedikit', 'tidak efek', '', 'putih', 'cerah', 'tidak breakout', '', 'harga', 'jangkau', 'cukup', 'besar', 'habis', 'lama', 'awet']",1
460,"['awal', 'coba', 'awal', 'kaget', 'bau', 'bingung', 'parfum', 'gel', 'busa', 'tidak kesat', '', 'lembut', 'wajah', 'bisa', 'repurchase', 'besar', 'harga']",1
461,"['benar', 'cuci', 'tidak aneh', '', 'banget', 'biasa', 'kering', 'kelupas', 'sebum', 'bersih', 'total', 'gentle', 'banget', 'tidak kering', '', 'rekomendasi', 'banget']",1
462,"['coba', 'bareng', 'enak', 'rasa', 'mulus', 'sehat', 'tidak kering', '', 'belum', 'produk', 'tapi', 'banget', 'face', 'bersih', 'wajib', 'coba']",1
463,"['coba', 'populer', 'banget', 'klaim', 'tidak asa', '', 'kering', 'tarik', 'coba', 'cocok', 'tekstur', 'gel', 'tidak wangi', '', 'sangat', 'tidak asa', '', 'kering', 'tarik', 'tapi', 'asa', 'bersih']",1
464,"['cinta', 'produk', 'kerja', 'banget', 'cerah', 'jerawat', 'tumbuh', 'tidak tumbuh', '', 'suka', 'banget', 'bau', 'suka', 'banget', 'untung', 'banget', 'produk', 'suka', 'produk', 'simpel']",1
465,"['baik', 'benar', 'gentle', 'busa', 'sedikit', 'tidak tarik', '', 'tapi', 'minyak', 'segar', 'suka', 'banget', 'sangat', 'rekomendasi', 'wajib', 'kulit', 'prone', 'jerawat']",1
466,"['bersih', 'enak', 'gentle', 'banget', 'favorit', 'kombinasi', 'wajib', 'banget', 'coba', 'bersih', 'asa', 'tarik', 'tekstur', 'gel', 'warna', 'bening', 'aroma', 'enak', 'banget', 'favorit', 'banget']",1
467,"['bagus', 'banget', 'parah', 'benar', 'gentle', 'face', 'tidak kering', '', 'bisa', 'banget', 'angkat', 'kotor', 'tidak salah', '', 'produk', 'populer', 'benar', 'face', 'tidak kering', '']",1
468,"['bekas', 'bersih', 'tidak tarik', '', 'tidak ekspektasi', '', 'face', 'nyaman', 'tidak breakout', '', 'tidak tidak', '', 'repurchase', 'suka', 'tualang', 'face']",1
469,"['awal', 'kering', 'benar', 'ragu', 'tapi', 'sabar', 'hasil', 'banget', 'cocok', 'sabun', 'walaupun', 'bau', 'kurang suka', '', 'tapi', 'enggak', 'produk', 'cocok', 'kerja', 'banget', 'jerawat']",1
470,"['tidak ragu', '', 'cosrx', 'awal', 'cocok', 'besar', 'tidak cocok', '', 'tapi', 'kecil', 'cocok', 'kadang', 'aneh', 'balik', 'produk', 'tekstur', 'gel', 'bening', 'bau', 'segar', 'tidak timbul', '', 'efek', 'kering', 'kesat', 'harga', 'murah', 'besar', 'efek', 'lumayan', 'bantu', 'kurang', 'bruntus']",1
471,"['tidak bisa', '', 'salah', 'produk', 'produk', 'sensitif', 'sedang', 'tidak sensitif', '', 'sangat', 'wajar', 'tidak suka', '', 'benar', 'benar', 'produk', 'klaim', 'bersih', 'benar', 'benar', 'jaga', 'jaga', 'lembap', 'tapi', 'jerawat', 'prone', 'rasa', 'tidak tidak', '', 'efek', 'tekstur', 'gel', 'tidak aroma', '']",0
472,"['sulit', 'pakai', 'awal', 'super', 'kering', 'coba', 'tidak kering', '', 'tidak asa', '', 'tarik', 'kesat', 'wangi', 'wangi', 'herbal', 'kandung', 'sengat', 'namun', 'tidak ganggu', '', 'produk', 'asa', 'segar', 'asa', 'kenyal']",1
473,"['suka', 'banget', 'gentle', 'tapi', 'busa', 'bersih', 'asa', 'bersih', 'tidak kering', '', 'awal', 'coba', 'langsung']",1
474,"['akhir', 'coba', 'banyak', 'banget', 'bagus', 'sabun', 'habis', 'coba', 'cosrx', 'benar', 'bagus', 'cocok', 'tidak breakout', '', 'bukan kesat', '', 'tidak kering', '', 'suka']",1
475,"['tekstur', 'gel', 'habis', 'tidak tarik', '', 'tapi', 'tidak langsung', '', 'tumbuh', 'jerawat', 'merah', 'banyak', 'banget', 'rasa', 'sakit', 'banget', 'awal', 'tapi', 'tambah', 'banyak', 'repurchase', 'tidak tapi', '', 'cocok', 'hasil', 'bakal', 'bagus']",0
476,"['tekstur', 'gel', 'bening', 'sangat', 'mudah', 'larut', 'busa', 'tapi', 'tidak banyak', '', 'meski', 'bagus', 'produk', 'tidak tinggal', '', 'kesan', 'tarik', 'lembap', 'segar', 'harga', 'mahal', 'tapi', 'bisa', 'produk', 'habis', 'kurang bisa', '', 'bersih', 'bersih']",1
477,"['sabun', 'cocok', 'rewel', 'iritasi', 'tidak perih', '', 'kurang suka', '', 'hasil', 'akhir', 'asa', 'sabun', 'tidak semkain', '', 'minyak', 'kering']",1
478,"['jujur', 'tidak cocok', '', 'langsung', 'reaksi', 'susah', 'banget', 'face', 'cocok', 'coba', 'suka', 'banget', 'tidak rasa', '', 'tarik', 'tidak timbul', '', 'jerawat']",1
479,"['coba', 'bagus', 'tapi', 'tidak efek', '', 'muas', 'bukan buruk', '', 'tapi', 'biasa', 'jujur', 'lebih', 'suka', 'salicylic', 'acid', 'hasil', 'lebih', 'bruntus']",0
480,"['bagus', 'banget', 'tidak tarik', '', 'wangi', 'sangat', 'tapi', 'bisa', 'toleransi', 'tapi', 'lama', 'lumayan', 'kering', 'sedikit', 'banget', 'asa', 'tidak lembap', '', 'tapi', 'bingung', 'rekomendasi']",1
481,"['bingung', 'produk', 'produk', 'tarik', 'coba', 'produk', 'awal', 'kering', 'produk', 'lembap', 'kenyal', 'lebih', 'hidrasi', 'rekomendasi', 'kering']",1
482,"['coba', 'bruntus', 'jerawat', 'besar', 'semkain', 'semkain', 'rasa', 'bruntus', 'semkain', 'banyak', 'tapi', 'belum', 'henti', 'belum', 'hati', 'henti', 'bruntus', 'kurang', 'bingung', 'takut', 'tidak cocok', '']",0
483,"['bingung', 'harga', 'murah', 'banget', 'tarik', 'coba', 'face', 'sensasi', 'enak', 'tidak tarik', '', 'tapi', 'muncul', 'jerawat', 'tidak bisa', '', 'salah', 'produk', 'coba', 'banyak', 'peduli', 'tapi', 'sering', 'tidak cocok', '', 'sabun', 'otomatis', 'timbul', 'jerawat', 'alam', 'alam', 'suka']",0
484,"['suka', 'tekstur', 'gel', 'bilang', 'gentle', 'tidak asa', '', 'tarik', 'busa', 'tidak banyak', '', 'tapi', 'asa', 'bersih', 'biasa', 'rutin', 'jauh', 'asa', 'lembap']",1
485,"['awal', 'coba', 'bagus', 'gel', 'bersih', 'tekstur', 'gel', 'tidak kesat', '', 'kering', 'lembap', 'licin', 'kandung', 'salicylate', 'bisa', 'bantu', 'rawat', 'jerawat', 'angkat', 'mati', 'wajah', 'gentle', 'lembut', 'wajah', 'produk', 'cocok', 'rekomendasi', 'banget', 'kering', 'sensitif']",1
486,"['produk', 'bagus', 'pindah', 'balik', 'produk', 'bisa', 'lebih', 'keren', 'produk', 'cosrx', 'bisa', 'bruntus', 'parah']",1
487,"['banyak', 'face', 'jerawat', 'coba', 'cosrx', 'benar', 'kerja', 'banget', 'hilang', 'bruntus', 'kecil', 'tulis', 'tapi']",1
488,"['awal', 'produk', 'hasil', 'wajah', 'tarik', 'akhir', 'coba', 'benar', 'enak', 'banget', 'tidak kering', '', 'cocok', 'banget']",1
489,"['langsung', 'nyaman', 'tekstur', 'gel', 'busa', 'sedikit', 'produk', 'gentle', 'banget', 'hidrasi', 'tidak rasa', '', 'tarik', 'lembap', 'hasil', 'rasa', 'bersih', 'banget', 'segar', 'repurchase']",1
490,"['biasa', 'awal', 'aroma', 'cukup', 'ganggu', 'tidak enak', '', 'rada', 'kencang', 'tapi', 'semkain', 'semkain', 'tekstur', 'gel', 'tapi', 'cukup', 'busa', 'enak', 'tidak efek', '', 'tarik', 'tapi', 'tidak timbul', '', 'jerawat', 'bruntus', 'tidak kurang', '', 'lebih', 'baik', 'tapi', 'bagus', 'gel']",0
491,"['face', 'kemas', 'dominasi', 'warna', 'putih', 'sedikit', 'warna', 'kuning', 'kemas', 'sederhana', 'cosrx', 'lengkap', 'bagus', 'namun', 'lama', 'guna', 'produk', 'bocor', 'badan', 'tutup', 'kencang', 'bunyi', 'cegah', 'bocor', 'tekstur', 'face', 'gel', 'bening', 'aroma', 'suka', 'banget', 'wangi', 'benar', 'tenang', 'tenang', 'lebih', 'aroma', 'herbal', 'natural', 'berat', 'parfum', 'produk', 'benar', 'lama', 'banyak', 'banget', 'bagus', 'face', 'coba', 'gel', 'bersih', 'bagus', 'tinggal', 'residu', 'benar', 'produk', 'tidak beri', '', 'kagum', 'banget', 'tidak buat', '', 'asa', 'kering', 'efek', 'negatif', 'walaupun', 'bagus', 'face', 'guna', 'sejak', 'guna', 'produk', 'sangat', 'lebih', 'jarang', 'jerawat', 'bruntus', 'terkadang', 'muncul', 'jerawat', 'hormon', 'tetapi', 'tidak breakout', '', 'kandung', 'bagus', 'jerawat', 'syukur', 'banget']",1
492,"['coba', 'produk', 'ekspektasi', 'tinggi', 'jujur', 'bagus', 'efek', 'tarik', 'efek', 'langsung', 'liat', 'bening', 'sinar', 'tapi', 'efek', 'tarik', 'tapi', 'bagus', 'tapi', 'lebih', 'baik']",0
493,"['cukup', 'kenal', 'banyak', 'banget', 'cocok', 'tapi', 'tidak awal', '', 'simpel', 'simpel', 'habis', 'susah', 'akhir', 'bening', 'busa', 'sedikit', 'wangi', 'tapi', 'bingung', 'deskripsi', 'komedo', 'semkain', 'banyak', 'muncul', 'jerawat', 'dagu', 'biasa', 'tidak jerawat', '', 'tapi', 'tidak tarik', '', 'sedih', 'banget', 'padahal', 'produk', 'gampang']",0
494,"['awal', 'iseng', 'coba', 'coba', 'cocok', 'gel', 'licin', 'susah', 'tidak sengaja', '', 'rasa', 'tidak kering', '', 'suka']",1
495,"['bagus', 'banget', 'face', 'favorit', 'face', 'tidak tarik', '', 'tekstur', 'gel', 'bening', 'busa', 'sedikit', 'tidak alkohol', '', 'tidak parfum', '', 'harga', 'bagus', 'banget']",1
496,"['jalan', 'face', 'baik', 'belum', 'banyak', 'rekomendasi', 'coba', 'produk', 'gel', 'bening', 'wangi', 'cukup', 'netral', 'busa', 'tidak banyak', '', 'kadang', 'rasa', 'tarik', 'kadang', 'tidak bingung', '', 'rasa', 'semkain', 'halus', 'tapi', 'jerawat', 'tidak bantu', '', 'jerawat', 'tapi', 'banyak', 'isi', 'akhir', 'benar', 'benar', 'henti', 'breakout', 'parah', 'coba', 'lembut', 'face', 'tidak bantu', '', 'semkain', 'merah', 'merah', 'akhir', 'ganti', 'face']",0
497,"['face', 'favorit', 'gel', 'busa', 'tidak banyak', '', 'lembap', 'kering', 'juara', 'kadang', 'asa', 'licin', 'licin', 'coba', 'banget']",1
498,"['suka', 'produk', 'tekstur', 'banget', 'parah', 'tekstur', 'langsung', 'hilang', 'tekstur', 'gel', 'bening', 'bau', 'busa', 'tidak banyak', '', 'tapi', 'enak', 'banget', 'asa', 'bersih', 'tarik', 'turun', 'salicylic', 'acid', 'dalam', 'pori', 'asa', 'lebih', 'bersih', 'jauh', 'belum', 'bisa', 'ganti', 'produk']",1
499,"['bagus', 'face', 'baik', 'ganti', 'face', 'tidak kering', '', 'face', 'ringan', 'habis', 'biasa', 'minyak', 'sedikit', 'face', 'cocok', 'banget', 'bersih']",1
500,"['suka', 'banget', 'face', 'habis', 'tidak ganti', '', 'efek', 'cerah', 'lama', 'efek', 'bersih', 'tidak tarik', '', 'mantap']",1
501,"['sabun', 'efek', 'cerah', 'tapi', 'lama', 'lama', 'angsur', 'meski', 'busa', 'banyak', 'tidak kering', '', 'tarik', 'aman', 'aman', 'tidak reaksi', '', 'negatif', 'lama', 'harga', 'jangkau', 'gampang', 'mana']",1
502,"['iseng', 'coba', 'cuci', 'mudah', 'bersih', 'namun', 'asa', 'tarik', 'efek', 'cerah', 'tidak tidak', '', 'cocok', 'timbul', 'bruntus', 'tidak rekomendasi', '', 'guna']",0
503,"['face', 'busa', 'cocok', 'sensitif', 'busa', 'lembut', 'angkat', 'kotor', 'maksimal', 'lembap', 'hampir', 'semkain', 'semkain', 'lembut', 'segar', 'semkain', 'cerah', 'tambah', 'pede', 'sejak', 'guna', 'kilau', 'cerah', 'face', 'busa']",1
504,"['bagus', 'cerah', 'kulit', 'ajar', 'bagus', 'gampang', 'temu', 'tapi', 'ubah', 'sensitif', 'kombinasi', 'ganti', 'lebih', 'gentle']",1
505,"['senang', 'coba', 'banget', 'face', 'busa', 'habis', 'lama', 'benar', 'benar', 'asa', 'bersih', 'segar', 'harga', 'super', 'jangkau', 'gampang']",1
506,"['face', 'murah', 'tapi', 'kualitas', 'bisa', 'beli', 'awal', 'ragu', 'face', 'kandung', 'parfum', 'tapi', 'coba', 'tidak efek', '', 'aneh', 'aneh', 'sensitif', 'efek', 'cerah', 'belum', 'repurchase', 'harga', 'murah', 'gampang']",1
507,"['harga', 'promo', 'lumayan', 'murah', 'kurang suka', '', 'rasa', 'biasa', 'tidak kering', '', 'tapi', 'rasa', 'kurang bersih', '', 'tidak tarik', '', 'tapi', 'tekstur', 'creamy']",0
