id_train,review,label
423,"sebenernya bagus soalnya bikin muka kelihatan cerah waktu bangun, tapi waktu dimuka rasanya seperti ditarik dan agak panas. tapi buat kulit oily ini masih bagus cuma kurang recommend buat yang kulitnya sensitive klo ga cocok bisa bikin gatal",1
424,"Aku lumayan suka sama face wash ini. Baunya enak dan teksturnya seperti krim. Di kulitku yang kombinasi kering + berminyak tidak bikin breakout. Efek pencerahnya mirip tone up, hanya sebentar. Cocok untuk yang pertama kali mulai skincare.",1
425,"Awalnya aku pake ini gara gra aku lupa bawa sabun cuci muka dan minta di temen aku, dan ternyata di aku cocok dongg, bener bener mencerahkan. Tapi untuk kalian yang kulitnya dominan ke kering disarankan barengin dengan pake emina moist in a bottle, karena aku sempet pake yang emina bright stuff moisturizer malah jadi makin kering jadi lebih milih dibarengin sama moist in bottle",1
426,"Beli ini ketika lagi kuliah di Depok. Cuaca panas + lifestyle buruk ( junkfood,begadang, stress) bikin kulitku kusam,berminyak dan jerawatan. Akhirnya iseng coba acnes facial wash. Seminggu pertama, jerawat bukannya hilang malah nambah. Tapi karena aku gak percaya ( masa sih produk yg claimnya anti acne malah nambah jerawat?), kuterusin pake. Dan ya,jerawatnya malah makin gede. Akhirnya kustop dan pake clean n clear, alhamdulillah jadi lbh cepet mengering jerawatnya.",0
427,"Aku sukaaa sekali dengan wanginya memang seperti wangi yoghurt. Harapannya sih dapet hasil yang bagus wajah lebih cerah dan bekas jerawat memudar. Tapi realitanyaa bekas jerawat tambah parah dan di daguku yang biasanya gak pernah ada jerawat tiba"" muncul. Jadi aku berenti gitu. Gak lama setelah aku berhenti pake, jerawat yang di dagu hilang tinggal bekas jerawatnya aja. Jadi, aku inisiatif coba lagi nih, jeng... jeng... jeng.. jerawat ku muncul lagi didagu. ",0
428,Di muka ku dia rasanya ga nyaman banget abisnya setiap aku pake rasanya kaya panas banget gitu terus dia terlalu narik muka aku juga dan ya kalau kaya gitu pasti udah nya muka ku jadi merah merah dan dia bikin muka aku kering,0
429,"sangat amat tidak recommended menurutku ðŸ˜£ðŸ˜£ðŸ˜£,, karena di aku malah bikin bruntusan di jidat ðŸ˜ªðŸ˜ªðŸ˜ª dan setelah cuci muka pun rasa nya kulit ku kayak ketarik gitu dan juga kulitku jadi kering huhuhu. dari segi baunya juga kaya nyium obat.",0
430,"Harganya emang murah banget, tapi isinya juga dikit. Trus bolongan tutupnya itu gede banget, jadi sering tumpah deh kalo pas mau makek, kesannya juga ga higienis. Dan buat jerawatku biasa aja, ga ilang tapi juga ga nambah sih. ",0
431,"Bagus ini facial wash yang di pake emang paling baik pas saat pagi hari, kalo sore hari aku ganti sama facial wash lain. ini ga buat muka kering, ini facial wash yang ringan, kalo malem kan habis skin keran trus pagi biasanya muka berminyak sedikit karna sisa2 skin ker. nah facial wash ini cocok bgt buat ngebersihin pas pagi hari.",1
432,"I don't like this produk, produk ini ngefeknya lamaa banget ,trus belum sempet sembuh malah ngebuat bekas duluan....huhuhu..menangis banget, dan menimbulkan jerawat baru yg gede:""""((. Gatau lagi harus pake treatment apaaaaaaa",0
433,"Aduh ini tuh enaken banget pas dipake krna kaya beneran kerja kaya nyedot kenceng banget, tp pas udh dicuci muka aku jd very2 dry kalo kesentuh tuh sakit banget kalo pake moisturizer kaya ganyerep gitu malah jd greasy, dan juga ngebuat bruntusan aku ga kunjung ilang,  teksture kulit aku ta kunjung membaik malah menambah beban yaitu muka aku merah2,and also kaya bersisik gitu kalo pake bedak ato foundation kaya ga nempel dan sakit dibagian2 tertntu krna ngelupas .",0
434,"beberapa bulan yang lalu ini terfavorit bgt si, enak bgt dipke apalgi klo pulang sekolah muka berminyak trs pulangnya pke facewash ini jdi lebih better ,ada efek sdkt cerah juga mnrt ku, cocok buat kulit type oily , buat kulit dry aku saranin jgn pake karena dia tipikal yg lmyan bikin ketarik gtu tp buat kulit oily dia bnr2 ngontrol minyak berlebih ko. worth it to buy secinta itu sama produk ini ????✨",1
435,"face wash pertamaa????, ga berharap lebih sih sama fw emina ini. awal2 cuma pake doang punya kaka, eh ternyata sebaguss itu dong. emg ada perubahan selama pake fw ini. sblmnya kusam, ada bekas jerawat jg, dan setelah rajin pake ini, bener2 keliatan hasilnya! muka aku jadi lebih cerah???? sebagusss itu???? sampe udh abis beberapa tube ????. penyelamat bgt ini mh????Repurchase? yes.",1
436,"tekstur nya licin banget jadi sering jatoh dari tangan ke lantai toilet, ga suka sama efek pembersih muka yang meninggalkan efek licin jadi kayak ninggalin minyak gitu, klaim nya yang multi action light complete plus brightening zonk, jadi begitu habis aku pilih coba produk lain merk pigeon teens facial foam after dibilas finishing nya ga licin dan setelah cucimuka rasa nya fresh banget ngelembapin nya :)",0
437,"maaf sebelumnya, muka tambah berjerawat, dan tidak cocok dimukaku, awalnya biasa saja, tetapi setealh pemakaian kedua kali jerawatku langsung banyak dan benar benar sakit, padahal sebelum pakai ini biasa saja. dan kulit seseorang itu berbeda beda. ada yanh cocok ada yang tidak. kebetulan produknya ini aku tidak cocok.",0
438,"aku memang baru banget pake skincare merk ini tp menurutku aku suka toner ini karna no fragrance jd ga ganggu sama skali , dipake nya kya pake air biasa tp efek melembabkan nya lumayan oke sih menurutku , sepertinya utk smua skincare yg pemula bakal cocok deh pake merk ini",1
439,"Hollu grail semua orang acne prone tapi sayangnya di aku gak cocok. Beberapa menit setelah cuci muka, mukaku berasa ketarik dan bagian wajah yg kering ngelupas parah banget banget banget. Cobain ini karena face wash yg biasa ku pakai bikin kering eh taunya pakai ini lebih kering lagi",0
440,"Hi gaes ! Suncreen satu ini menurut aku bagus banget loh. Dia cepat nyerap dikulit dan ngasih glowing finish. Terus di ga ada white case jugaa. Bagus banget Spf nya udah 50+ dan PA nya udah ++++ worth it to try. Even my skin oily type, i don't get problem about this product. Pretty love !",1
441,"Face mist yg wanginya enak banget, rasanya bikin fresh terus deh. Dia bikin makeup tetep on meski udah dipakai wudhu berkali-kali.
Bikin muka lembab always meski udah pakai makeup.
Aku sih makenya sebagai setting spray ^^
Harganya murce banget hehe",1
442,"Beli karena lagi promo. Untuk ngelindungin dari mataharinya oke banget, dan yang gue suka muka jadi gak kusem pake ini. Cuma meski udah oil control, masih oily ya, kadang kalo siang sebelum reapply itu licin banget muka. Sudah repurchase 2 kali.",1
443,"Hmmm, waktu itu karena ditoko langgananku produk yang kucari habis aku beli yang ini, cuma sebotol aja habis itu udah, karena mungkin awalnya sih enak..tapi lama-lama kulit jd kurang lembab, mungkin cocoknya cuma ke yang oily Aja, so, bye wardah:)))",0
444,"kulit jd breakout. sebelumnya ga pernah beruntusan skrng jd beruntusan, muncul jerawat jg ditempat tempat yg ga biasa jerawatan, kulit ku skrng juga kerasa bertekstur dan banyak kemerahan kemerahan dipipi mungkin iritasi(?). buat yg acne prone sebenernya bagus soalnya ingredientnya sendiri free alcohol dan free fragrance cuma kalo dikulit aku sendiri entah kenapa ga cocok padahal udah berharap banyak sm produk ini:( oiya buat teksturnya sendiri lucu mirip slime hasilnya pun ga greasy dikulit tapi gatau kenapa rasanya kurang menghidrasi. ",0
445,"wanginya enak dan busanya banyak, bikin bersih banget. setelah cuci muka langsung keliatan lebih cerah dan fresh. tapi aku kurang suka karena memang aku ga cocok produk dengan fragrance yang terlalu kuat. di aku bikin bruntusan kalau terlalu sering dipake. klaimnya sih cocok untuk kulit sensitif but i doubt that.",0
446,"Sukak bangettt akhirnya nemu sun screen yang bagusss banget✨???? dan menurutku recomend banget karna tidak mengandung bahan bahan yang berbahaya ,dan terbuatnya dari bahan alami dan mudah meresap banget di kulitku ✨",1
447,"aku pake serangkain whitelab brightening, cuma nggak ngerti sih sm night creamnya, pas bangun tidur muka jadi kaya kilang minyak banjirrrrr bgt saayyyy???? padahal produk yg lain oke oke aja, sayangnya cuma di night cream ini aja, kadang juga selain banjir minyak muka keliatan kusem, kucel kek abis main layangan?! ada apaa iniii | haiii guys, i'm back again dan aku mau review lagi setelah aku tetep rutinin pake meskipun yaahhhh awalnya sempet kecewa, sekarang nggak bikin kilang minyak lagi bangun jadi glowing cerahan jg, gak bikin kucel, mungkin emang awal-awal pake kayak gitu kali ya, tapi overall sekarang oke-oke aja, aman ajaaa pokoknyaaa",1
448,"sedih banget karna ga cocok pakai snail mucin ini,kayaknya aku gacocok sama ingredient snail,pas pertama kali di pakai kulitku langsung merah2 gatal banget akhirnya aku langsung cuci muka karna gatahan panas,karna aku masih kepo besok malamnya aku coba lagi dan ternyata sama aja,jadi takut cobain produk yg ada kandungan snailnya padahal snail bagus buat tekstur huhu:(",0
449,no parfume. tekstur cair. ringan di muka ku. cocok untuk kulit kering. tidak menimbulkan wajah kusam. bikin kulit lembab. sangat rekomendasi untuk wanita yang mempunyai kulit kering seperti aku. untuk harga juga cukup murah untuk kualitas sebagus ini.,1
450,"Di mukaku yg oily jadi greasy banget, bikin muka kusam terus komedoan meski udah double cleansing, terus kayak ada sensasi 'gerah' gitu saat dipakai. Jadinya nggak begitu nyaman, apalagi aku tinggal di daerah yg panasnya cetarrrr. Padahal banyak yang bilang teksturnya ringan dan no white-cast pula, apalagi harganya juga terjangkau banget, 'kan seneng banget kalau cocok. Menurutku sunscreen Emina ini cocoknya untuk kulit kering, kalau di kulit berminyak dia makin bikin tambah berminyak..",0
451,"Pertama kalinya beli sleeping mask, dan malah bikin muka aku bruntusan parah, pas pertama kali pake besoknya malah timbul jerawat gitu, ga bikin cerah juga malah dia berat kalau dipake agak banyak pakenya harus tipis tipis tapi tetep aja buat muka aku bruntusan sama jerawatan.",0
452,"harganya terjangkau di kadang-sering juga dipromoin di minimarket atau di official unilever. pakai produk ini kurleb sekitar 6 bulan. awalnya nyoba yg kemasan kecilnya, eh cocok dan suka karena emang beneran instan ngetone up. dan makin hari dipakai kulit juga semakin cerah. setelah itu repurchase yg kemasan lebih besar, eh malah lubangnya besar jg. jadi kalo mau ngeluarin produknya pasti tumpah. kalo mau beli prefer yg kemasan kecil aja hehe",1
453,"Banyak banget yang cocok sama niacinamide, tapi sayangnya kulitku engga. 1x pakai langsung muncul bibit jerawat di jidat 2-3 biji. Berusaha positive thinking, 2 minggu pakai, memutuskan untuk berhenti karena breakout :(",0
454,"Beli ini karna mau nyerahin kulit wajah, tapi kantong ga sanggup buat beli yang white secret ????. jadi beli Wardah lightening itu juga baru day cream Dan night creamnya. Dompet belum bisa diajak buat beli sepaket lengkap ????. eh tapi kaget dong 2 ini aja dipake bisa nyerahin kulit dalam waktu kurang dari 10 hari, pori² juga ngecil dong.bekas jerawat yang hitam juga udah samar, amazing banget.bakal Repurchase terus niat mau beli sepaket lengkap. oh iya selain Wardah 2 ini aku juga pake essence Safi yang gold water, exfo juga seminggu 2 x, serum niacinamide setelah exfo, kalau malam serum hanasui gold, kalau siang serum hanasui vit.c. jangan lupa Sunscreen.",1
455,"Facewash yang super enak banget. Seger, baunya enak, berasa bersih juga. Cuma ini ga recommended buat yang kulitnya kering yaa. Buat yang normal to oily ini okeeee bangeeeettt. Good jobb garnierr ❤❤❤❤❤❤❤❤",1
456,"Packagingnya lumayan aman, dan harganya juga terjangkau. Tekstur nya gampang diratain dan lumayan cepet nyerep, ga terlalu berbau, dan gaada kesan 'becek' gitu setelah pemakaian. Cuman untuk kulitku dia agak kurang ngelembabin jadi harus dipake 2/3 layer, tapi untuk klaim mencerahkan nya dia lumayan keliatan kok asal rutin pakenya.",1
457,"Aku udah pake krim ini sejak SMP, dari pertama masuk sampe sekarang (tapi sekarang udah ga pake lagi) aku memang ga kenal skincare sejak dulu. aku kira ini bedak yang berbentuk krim, baru tahu belum lama ini bahwa ini adalah krim pencerah multivitamin :D Jadi gini... Aku pake ini buat pergi ke sekolah sebagai bedak. Nah aku memang mengabaikan wajahku dari dulu jadi asal putih aja pas pake. Nah pake ini tuh langsung minyakan, kadang sampe jerawatan tapi aku ga notice asalnya dari sini karena aku waktu itu cuma punya krim ini. Jadi daripada ga pake bedak samsek yaudah minimal pake ini, pikirku... aku ngasih bintang 2 karena ingin berterimakasih sudah menemaniku selama ini... untuk produknya sejujurnya cuma 1 bintang wkwk",0
458,"kinda hate for this product. Claimnya sih oil free tapi nyatanya jadi bikin greasy banget ???? baunya nyengat banget, bikin dakian juga emang sih matte tapi ga banget, bikin tumbuh jerawat juga, teksturnya berat, gasuka banget sama sunscreen satu ini",0
459,"Sebenernya produk ini bagus, tapi lama kelamaan efeknya di aku bikin kulit jadi kering parah, sedikit mencerahkan, aromanya fresh tapi terlalu menyengat padahal orang orang riview fine fine aja mungkin juga cocok cocokan kulit juga, kalo sekiranya ga cocok dan menimbulkan efek negatif langsung stop aja, but produk garnier selain ini masih banyak yg rekomen",0
460,Suka banget sama teksturnya. Gak lengket trus gampang ngeblend. Wanginya juga calming. Efeknya setelah dipake sebelum tidur jadi mantep glowing dan gak kusam pas habis bangun tidur. Ngelembapin juga trus hasilnya yang bikin suka banget.,1
461,"inii bagus sihh, tapi mungkin harganya agak pricey ya dibanding sunsreen sejuta umat yg lainn, di kulitku yang combi to oily skin ini cocok sih, ga bikin breakout... pas di pakai rasanya kaya lengket gt tapi daya serapnya baik, trus hasilnya matte bgtt kalo di aku",1
462,"Busanya banyak, gmn ya deep cleanse lebay gtu after effectnya bikin ketarik, baunya juga ga nyaman, kurang suka si kenapa jadi ketarik gituu, padahal kalo dibikin gentle gitu pasti enak bersih lembut huhihuhihuhihuhihuhihuhihihuhihuh",0
463,gila si ini produk yg bikin jerawat tumbuh dua sampe empat biji seketika sehari abis pake masker ini bnrn se ga cocok itu dan berakhir BO semuka heran juga si karna aku dapat rekomendasi produk ini dr teman aku and it works on her skin.repurchase?big no!!,0
464,"beli produk ini karena bingung mau pake night cream apa,setelah baca yang ngereview akhirnya nyoba ini. baru pemakaian 2 minggu selain melembabakan belum ada efek yang dirasa lagi setelah pemakaian produk ini. creamnya ringan dan wangi.",1
465,"selama aku pake sunscreen ini di mukaku yang oily, bener2 bikin kaya tambang minyak???? yang oily bakal tambah oily sih. tp ini salah satu brand sunscreen yg sering bgt disc di shopee????. actually, aku udah lama gak pake ini lagi padahal product nya masih ada. Repurchase? i think its not good idea????.",0
466,"fw ini menurutku sesuai fungsi nya ya buat membersihkan muka, di aku gaada efek apa2 walaupun ada aha bha nya sama aja kaya pake yg gokujyun tapi ini kurang melembabkan sih menurutkuu, lebih suka yg gokujyun",0
467,"Tertarik kemasannya yg lucu dan judul green teanya, panas dan gatel kalo dipake tapi gk bikin jerawatan atau kering juga, setelah pake ini walau udh dibilas tetep licin berasa ga bersih, efek soothingnya juga ga kerasa krna lengket² gitu kurang seger",0
468,"Entahlah pakai ini gak sebagus yang warna biru. Suka muncul beruntusan kadang, padahal klaimnya hampir mirip samaâ€ 0% alkohol tapi pas dipake tetep enak, bersih dan lembut. Cuma kurang paham jg kenapa di kulitku kadang munculin jerawat. So far lebih enak yang biru.",0
469,I also would like to reccomend this for teen yg blom pernah sama sekali pakai skincare. Ini bagus banget untuk cucui muka kalian sehari hari karena tekstur yang ringan dan juga terjamin ini ngak bakalan tumbul jerawat. Aku mulai dari smp 1 sampai sekarang sukak banget sama product ini keren dehh!,1
470,"Nggaa tau deh, kalo di aku gada efek apa-apa. Gada hasil yg gimna gitu tapi ga bikin bruntus atau kadi breakout. Kaya useless aja sih. Penasaran karena kemakan marketing influencer sih. Tapi mungkin kalo ada yanh cocok memang cocok aja kulitnya. Padahal ada kandungan TTO ya kalo gasalah? Akutuh cocok bgt padahal sama TTO",0
471,"kulitku oily, awalnya iseng aja sih beli krn penasaran sm embel-embel ""matcha"". aku beneran ga expect apapun yaa krn emg pure iseng beli doang. ternyataaaa bagus dongg kebetulan kulitku oily, minyak di wajahku lgsg keangkat tp ga bikin kering samsek. sukaa deh pokoknya",1
472,"Pake ini karna fw ku habis jadinya pake punya mama, rasanya sih fresh gitu habis cuci muka cuman keset banget di mukaku, jadi kaku + ketarik kering banget, aku pake selama semingguan gitu terus feel nya, tapi mencerahkan nya ada sih sedikit.",0
473,Kata orang-orang sih masker ini bagus banget. Akhirnya nyoba pas muka lagi jerawatan banyak. Coba pake ini 2x seminggu tapi jerawat ga kering dan malah nimbulin jerawat baru dan memperparah jerawat. Selain itu muka berasa kering banget. Muka aku sensitif bgt dan masker aztec ini kayanya terlalu keras di muka aku.,0
474,"another face wash ponds yg pernah aku coba. tertarik beli grgr tulisan ""acne"" nya. tp tetep semua face wash ponds kering bgt. bikin muka ketarik bgt, paling berasa di area jidat sama pipi. efek ke jerawatnya ga ada sama sekali sih di aku. plusnya cuma gampang ditemuin di manapun sih.",0
475,"Suka banget sama FaceWash ini ????Foamnya soft banget, abis cuci muka jadi lembut banget dan moist di wajah. Kandungannya juga bagus, bener-bener recommend banget buat menghilangkan beruntusan dan menghilangkan noda bekas jerawat ????????",1
476,"Gilaseh aku pake ini bruntusan semuka merah merah dan gatal2 sampe akhirnya aku putusin buat berhenti,dan karnna masih banyak bngt aku iseng pake lagi owww bruntusan lagii nekk.. padahal beli langsung yg full size kupikir bagus..",0
477,"pertama kali nyoba micellar water ini, dan ternyata bikin panas di kulit wajah, juga jadi kering banget, ga cocok di aku. skin typeku combi tapi lebih ke dry. untuk menghilangkan kotoran atau make up emang bagus, tapi produk ini ga cocok di aku",0
478,Nyoba ini dulu karena temenku pake dan bagus hasilnya di dia. Terus dulu juga aku kurang research karena belum terlalu ngerti soal skincare. Dia punya dua ukuran 50ml dan 100ml. Packagingnya sama semua cuma beda diukuran aja. Suka sih sama ukurannya karena mini dan masuk saku banget. Pas awal make belum ada efek negatif apa-apa tapi bisa lah ngontrol minyak dimuka. Eh tapi pas aku lagi ada camp gitu makin lama dia bikin kulitku makin berminyak dan kusam. Tapi terpaksa aku terusin pake karena posisinya lagi jauh dari minimarket.,0
479,"Beli yang travel size harga nya murah sih,Pake ini setiap malem pas udah double cleansing sama toner,eh tapi kayaknya belum cocok buat kulitku yang acne prone skin dan combination jerawat malah tambah besar disekitar pipi yang gak pernah tumbuh jerawat pun jadi tumbuh awalnya sih kayak gatel gatel gitu sudahnya tumbuh jerawat dan bruntusan ;( saran aja buat temen temen yang pengen nyobain kalian hilangin dulu jerawat kalian ato gak sleeping masknya jangan di olesin ke daerah yang berjerawat.",0
480,"enak banget sunscreen wardah yang ini, bukan hanya upgrade packagingnya tapi juga formulanya. emang awalnya thick gitu tapi kalo udah diapply lama lama ga kerasa thick super ringan. ga bikin whitecase. make banyak juga ga kerasa berat. harganya murah banget dan gampang buat ditemuin. berharap wardah buat versi gedenya sih biar ga sering beli beli soalnya aku boros makenya.",1
481,"tekstur essence ini cair berlendir gitu, kayak bener2 lendir siput. unik juga sih
tapi di kulit aku gak cocok???? cuma pake sekali langsung besoknya beruntusan, ditambah muncul jerawat. padahal byk yg bilang bagus:((",0
482,"aku gapernah pake krim2an, dan waktu itu tmnku pake krim ini trs aku coba deh pas dipake mukaku jdi abu2 gitu pdhl tone kulitku kuning Langsat dan pas diratain tb2 warna nya jdi belang bentong kaya cuma putihnya dibeberapa tmpt aja gitu wqwq trs beberapa jam kemudian pipiku jdi panas gatel2 bsknya nongol dah bruntus dijidat sm jerawat di idung:)) mantap wqwq",0
483,"Sempet beli acne patch yang merek ini karena urgent dan merek biasa sedang tidak ada. Kulit aku oily, dan sekalinya punya jerawat tuh beberapa doang tapi yg gede banget. Pronya, patchnya tipis bgt, transparan, jadi gampang kalo mau pake keluar bisa ditimpa make up. Tapi awalnya aku meragukan keampuhannya dalam mengempeskan jerawat. Setelah dipake, eh beneran. Kecewa. Dia sama sekali nggak nyerap isi jerawat, padahal jerawatku udah ber”mata”, dan harusnya udah ada jalan keluar untuk si isi jerawat, dan acne patch ini harusnya nyerap, tapi it was useless. Aku belinya yang night doang sih, dan kalo baca review temen2 yg lain kayanya yg day lebih bekerja untuk nyerap isi jerawat (?) I don’t know, but I’m not repurchasing.",0
484,"Baunya suka banget, dia juga gabikin bruntusan di aku ,dia juga Ada mint nya gitu jadi pas dipakek dingin"" gitu jadi bikin relax. tapi sayang banget dia bikin wajah ketarik, trs kering gitu. tapi buat harganya affordable sih",1
485,"enak banget pake sunscreen ini, cocok baanget. malah bikin lembab di kulit. manteb pokoknya, dan yakin sih bakal re purchase lagi. yang paling aku seneng, gk bikin bekas warna putih di wajah. ingredientsnya juga keren sih, bagus pol pokoknya.",1
486,"Menurutku ini day cream paket lengkap, ada kandungan untuk melembabkan plus SPFnya juga yg bs melindungi kulit dari sinar matahari. Teksturnya creamy, lembut, tapi agak susah menyerap ke kulit jadi harus bener2 ditepuk, diratain, dan tunggu beberapa menit sebelum ditimpa bedak, dll. Hasil akhirnya kayak tone up cream, bikin kulit keliatan putih.",1
487,"honestly produk ini mengandung banyak ingridients yang bagus ya, aku cek ingridientsnya tuh di cosmily sama skincarisma masuk bgt dikulit aku, tapi karna pkkm dirumah aja bikin kulit aku kering banget, pake ss ini tambah bikin kering ketarik gitu, untuk tekstur gel gampang siblend, tapu lama menyerap, buat kalian yg cocok worth it bgt sih ini dapet banyak, dan komposisinya ga neko neko????",0
488,"Enak banget cuci muka pake ini pagi-pagi, muka terasa lebih sehat lembut dan ga bikin kering, muka ga aneh-aneh kalo make ini ga ada respon negatif, dan respon positifnya muka jadi lebih sehat dan bersih, cinta deh",1
489,"biasa aku pke fw yg lemon, pas nyoba ini penasaran aja sm iklannya yg whip ny sebnyak itu wkwkwk. Tp ps dicoba trnyata g smpe kek diiklan hehehe ak korban iklan :(. tp overall bagus kok, g bkin ketarik. Hasil muka jd bersih dn msi lembab. oke lahh",1
490,"bener"" fw kesayangan karna emg ud secocok itu! walaupun dia ga sebagus itu tp yg whip ini ga bikin kering, aku selalu gonta ganti sm yg biasa kalo ga nyoba atau ga cocok sm fw lain pasti bakal balik ke ini lagi",1
491,it doesn’t work for me sih. pake ini beberapa hari langsung muncul bruntusan si sepanjang pipi kiri sampe pipi kanan padahal baru make 1 minggu dan sekali sehari.. jadilah terbuang sia sia.. aromanya biasa aja ga terlalu keras teksturnya cair warna putih dan easy to blend juga,0
492,"suka banget sama facial foam inii! di pake sedikit busanya udah melimpah banget dan ga bikin wajah kering, wanginya juga enakk! selalu suka sama packaging pond's cantik banget. harganya juga terjangkau dan mudah ditemuin",1
493,"Berharap cocok..tapi kurang, dikulit rasanya agak keras gitu..ga bisa dipakai setiap hari..untuk reaksi ke jerawat dan bekasnya ga terlalu ngefek juga..hiks hingga akhirnya pas tinggal tetes terakhir iseng aja pake barengan sama kopi bubuk buat dijadikan masker eh jerawat matang dong wkwk tapi tetep di aku kurang cocok buat dijadikan serum huhu",0
494,"di kulitku dia ga ngefek apa apa. cuman menjaga aja deh kayanyaa. misalkan ada jerawat besar kaoo dikasi acnes dia ga bikin reaksi apa-apa, kayanya dia menjaga supaya ga makin besar ajaa kalo untuk ngempesin sama ngeringin sih dikulit aku engga",0
495,"aku pake ini mukaku jadi kayak kering dan kayak ketarik gitu. sebenarnya sih ini buat yg oily skin kali yaa, sedangkan tipe kulitku dry skin. makanya aku nggk cocok sama produk ini. teksturnya gel bening",0
496,"ini face wash favorite aku bangetttt abis pake cuci muka biasanya muka aku kering tapi abis pake ini nih muka aku jadi lembab terhidrasi, kenyal dan bersih banget rasanya face wash ini sangat aku rekomen buat kalian yang punya kulit sensitif",1
497,"sungkem banget sama yang nyiptain avoskin miraculous refining toner ini!! teksturnya cair kaya toner pada umumnya, pas dipake agak cekit2 sedikit kalo pas lagi jerawat, agak lama sih nyerepnya tapi efeknya beuhhh manteb banget jerawat jadi lebih cepet kempesnya dan ga nyut2an lagi. pelan2 bisa mudarin bekas jerawat juga di aku (dibantu skincare lain jg tentunya). two thumbs up buat avoskin! ðŸ‘ðŸ‘",1
498,"satu satunya fw yang cocok di kulitku, bikin kulit lembab setelah pemakaian. selama pakai fw ini udah ga pernah tuh bruntusan/jerawatan kecuali emang pas lagi tanggal merah ya Krn hormon. pokoknya rekomendasi banget buat kamu yang lagi nyari fw buat kulit kombinasi dan gampang jerawatan.",1
499,"Pake ini krn kemakan review orang yg bagus. Dan aku cb beli yg travel size original. Awal pemakaian yg ori biru aku cocok, muka jd kenyal pagi pagi. Pembelian yg kedua beli yg lavender edition warna ungu, alhasil keluar bruntusan krn mgkn kandungan parfumnya kali ya dan mukaku yg sensitif ama parfum. Repurchase? Hmm... no... soalnya skrg coba pake yg ori biru lg malah makin jd bruntusannya ??semoga mukaku membaik....",0
500,Sepertinya aku emang ga cocok pake rangkaian produk wardah???? Padahal wanginya gemesh banget. Efek setelah pemakaian di aku cerah kerasanya bersih. Tapi produk ini bikin kulit wajah aku kusam. Terus muncul beberapa jerawat jatuhnya jerawat mendem gitu:(,0
501,Sangat sangat gak cocok sama masker ini. Kulitku memang tipe kering dan sekali nyoba ini setelah pemakaian makin terasa kering dan muncul drypatch karna mungkin efek si maaker yg sulit dibilas dan dicopot dr kulit jadi kulitpun merah2 setelah pakai masker ini. Pada saat pemakaian masker duh terasa perih dan ketarik banget makanya gak berani lama2 juga. Untung nyoba share2an jadi gak rugi2 banget.,0
502,"Suka banget sama teksturnya! Sebelumnya aku pernah coba night cream packaging lama punya kakakku, tapi teksturnya beda, lebih thick. Tapi yang ini bentuk nya gel cream gitu, adem dan lebih enak dipake. Formulanya lebih enak, gak bikin komedoan dan gak bikin berminyak. Ada glycolic acid! dan efeknya emang bikin lebih cerah pas bangun pagi, cuman efek cerah yang signifikan sih blm ngerasain. Jujur lebih suka night cream yg packaging baru ini, mulai dari teksturnya, wanginya dan efeknya",1
503,Awalnya beli karna lagi iseng aja pengen coba coba tapi bingungnya di aku ngga nimbulin apa apa tapi untung sih dari pada nimbulin efek negatif tiap kali coba produk acnes belum pernah cocok kecuali si point clearnya,0
504,"awalnya beli facial wash ini berharap bisa ngatasin jerawat di muka aku, tapi ternyata setelah pakai facial wash ini muka aku malah kerasa kaya ketarik dan kering banget gitu, dan setelah pakai facial wash ini, di pemakaian kedua/ketiga malah bikin bruntusan di muka aku",0
505,"aku berharap banyak sama fw ini tapi dia diaku bikin bruntusan dan ada jerawat mendem gitu di pertama kali pake, aku udah coba selang seling pake nya selama sebulanan lebih buat mastiin apa bener fw ini bikin bruntusan & jerawat mendem, dan tiap abis pake lngsng ada bruntusan aku stop dulu trus udah sembuh aku pake lg bruntusan lg diulang trs slm 2bulanan lebih karna aku masih berharap sm fw ini :( tpi pd akirnya aku stop deh, pdhl cosrx low ph ini wangi tekstur dan finish abis cuci muka nya enak bgt huhu but it doesnt work on my skin:(((",0
506,"Pertama kali kenal Skincare ya sunscreen ini. Selain harganya terjangkau, menurut aku nyaman banget buat dipake sehari². Ringan dikulit, ga bikin panas atau sensasi perih di kulit. terutama di area cuping hidung, sebelah pipi dan bawah mata. kenapa begitu? karena area²itu yang paling sensitif di muka aku, entah kulitnya yang tipis atau gimana aku kurang tau. but, overall produk ini bagus. love it ❤",1
507,"beli ini karena emang lagi cari cari masker dan aku sendiri penasaran sama maskernya emina. packagingnya lucuuu seperti biasa. wanginya juga lumayan menenangkan. sayangnya di aku ga ada efek apapun, malah agak perih pas dipake. bilasnya juga  susah, padahal aku pakenya ga terlalu banyak",0
508,"Ini sangat di rekomendasikan untuk wajah dg tipe oily-combination. Teksture gel nya membuat wajah gk gressy dan tetap light. Untuk tipe kulit berminyak seperti saya, sangat di anjurkan untuk menggunakan suncreen dengan type gel, berbahan dasar air dan spf tidak lebih dari 50++.
Alasan nya adalah, semakin tinggi spf suncreen yg dipakai akan membuat wajah semakin berminyak dan tidak nyaman, mengingat kelenjar sebum di type kulit oily sangat aktif, maka sangat di sarankan untuk menggunakan sunscreen yg ringan yaitu spf cukup 30 dan berbahan dasar air/type gel.",1
