,Text_Final,tokens,label
2103,bisa jerawat cerah rasa minyak kusam tidak bantu masalah jerawat fikir efek eksfoliasi lama tapi tidak kusam jerawat bekas makin tidak,"['bisa', 'jerawat', 'cerah', 'rasa', 'minyak', 'kusam', 'tidak', 'bantu', 'masalah', 'jerawat', 'fikir', 'efek', 'eksfoliasi', 'lama', 'tapi', 'tidak', 'kusam', 'jerawat', 'bekas', 'makin', 'tidak']",0
2104,cocok tidak rasa efek tapi malas tidak kering tarik bersih takut,"['cocok', 'tidak', 'rasa', 'efek', 'tapi', 'malas', 'tidak', 'kering', 'tarik', 'bersih', 'takut']",1
2105,tidak masalah cocok putih tidak tidak masalah wangi tidak sangat kecil bisa harga mudah,"['tidak', 'masalah', 'cocok', 'putih', 'tidak', 'tidak', 'masalah', 'wangi', 'tidak', 'sangat', 'kecil', 'bisa', 'harga', 'mudah']",1
2106,bisa cerah rasa tidak kering cukup bisa minyak gemes nuansa harga,"['bisa', 'cerah', 'rasa', 'tidak', 'kering', 'cukup', 'bisa', 'minyak', 'gemes', 'nuansa', 'harga']",1
2107,sepakat cocok bersih cerah hilang noda bekas jerawat jerawat bisa ering tapi rutin rutin hampir bisa hati,"['sepakat', 'cocok', 'bersih', 'cerah', 'hilang', 'noda', 'bekas', 'jerawat', 'jerawat', 'bisa', 'ering', 'tapi', 'rutin', 'rutin', 'hampir', 'bisa', 'hati']",1
2108,enak angkat minyak tzone tapi tapi tidak buruk tumbuh jerawat banyak sedih suka langsung malas,"['enak', 'angkat', 'minyak', 'tzone', 'tapi', 'tapi', 'tidak', 'buruk', 'tumbuh', 'jerawat', 'banyak', 'sedih', 'suka', 'langsung', 'malas']",0
2109,lembap langsung busa banyak wangi lupa lama hasil langsung cerah tapi kering tarik muncul jerawat kecil tidak mybe tidak,"['lembap', 'langsung', 'busa', 'banyak', 'wangi', 'lupa', 'lama', 'hasil', 'langsung', 'cerah', 'tapi', 'kering', 'tarik', 'muncul', 'jerawat', 'kecil', 'tidak', 'mybe', 'tidak']",0
2110,hilang bekas jerawat tapi muncul jerawat tidak purging tapi jerawat besar tidak aman nasib,"['hilang', 'bekas', 'jerawat', 'tapi', 'muncul', 'jerawat', 'tidak', 'purging', 'tapi', 'jerawat', 'besar', 'tidak', 'aman', 'nasib']",0
2111,bagus ringan tidak sumbat pori bagus suka suka tidak sumbat pori pori,"['bagus', 'ringan', 'tidak', 'sumbat', 'pori', 'bagus', 'suka', 'suka', 'tidak', 'sumbat', 'pori', 'pori']",1
2112,lembap sangat ringan mudah serap tidak bagus aroma pena tnya aktivitas sangat rekomendasi harga cukup,"['lembap', 'sangat', 'ringan', 'mudah', 'serap', 'tidak', 'bagus', 'aroma', 'pena', 'tnya', 'aktivitas', 'sangat', 'rekomendasi', 'harga', 'cukup']",1
2113,lebih tidak masalah bagus sensitif gampang jerawat bisa kurang bruntus jerawat tidak kering tarik tapi lembap jerawat lembut,"['lebih', 'tidak', 'masalah', 'bagus', 'sensitif', 'gampang', 'jerawat', 'bisa', 'kurang', 'bruntus', 'jerawat', 'tidak', 'kering', 'tarik', 'tapi', 'lembap', 'jerawat', 'lembut']",1
2114,bisa segar wangi wangi makin tambah sensasi segar harga,"['bisa', 'segar', 'wangi', 'wangi', 'makin', 'tambah', 'sensasi', 'segar', 'harga']",1
2115,tidak suka tekstur ringan tidak hilang putih cast rasa tidak,"['tidak', 'suka', 'tekstur', 'ringan', 'tidak', 'hilang', 'putih', 'cast', 'rasa', 'tidak']",1
2116,mineral botanica enak rawat tenang wangi lembut hampir tidak wangi kurang suka kurang luas bisa rata,"['mineral', 'botanica', 'enak', 'rawat', 'tenang', 'wangi', 'lembut', 'hampir', 'tidak', 'wangi', 'kurang', 'suka', 'kurang', 'luas', 'bisa', 'rata']",1
2117,cocok tidak tidak kusam tapi formula tebal berat gampang tidak putih cast tidak normal cocok tidak jerawat,"['cocok', 'tidak', 'tidak', 'kusam', 'tapi', 'formula', 'tebal', 'berat', 'gampang', 'tidak', 'putih', 'cast', 'tidak', 'normal', 'cocok', 'tidak', 'jerawat']",1
2118,suka tekstur ringan tidak bagus aman tidak kain kenyal lembut aman cocok susah,"['suka', 'tekstur', 'ringan', 'tidak', 'bagus', 'aman', 'tidak', 'kain', 'kenyal', 'lembut', 'aman', 'cocok', 'susah']",1
2119,tidak buruk tapo harga murah sedikit sensitif rada takut tapi pasrah efek gatal tapi tidak ganggu akhir kering tarik tapi cerah,"['tidak', 'buruk', 'tapo', 'harga', 'murah', 'sedikit', 'sensitif', 'rada', 'takut', 'tapi', 'pasrah', 'efek', 'gatal', 'tapi', 'tidak', 'ganggu', 'akhir', 'kering', 'tarik', 'tapi', 'cerah']",1
2120,jerawat kering tidak tidak tidak suka aroma baubau sulfur pusing jfsul baik baik aroma aroma,"['jerawat', 'kering', 'tidak', 'tidak', 'tidak', 'suka', 'aroma', 'baubau', 'sulfur', 'pusing', 'jfsul', 'baik', 'baik', 'aroma', 'aroma']",0
2121,tidak buluk buluk langsung cocok yeay reaksi baik bisa cerah tidak hilang jerawat perlahan bisa hilang bekas jerawat merah hitam repurchase,"['tidak', 'buluk', 'buluk', 'langsung', 'cocok', 'yeay', 'reaksi', 'baik', 'bisa', 'cerah', 'tidak', 'hilang', 'jerawat', 'perlahan', 'bisa', 'hilang', 'bekas', 'jerawat', 'merah', 'hitam', 'repurchase']",1
2122,salah bagus cocok harga ringan tidak dempul,"['salah', 'bagus', 'cocok', 'harga', 'ringan', 'tidak', 'dempul']",1
2123,kering tarik hampir hasil suka tapi parah hidung kelupas merah walaupun tidak sakit bersih bersih tapi tidak tolak,"['kering', 'tarik', 'hampir', 'hasil', 'suka', 'tapi', 'parah', 'hidung', 'kelupas', 'merah', 'walaupun', 'tidak', 'sakit', 'bersih', 'bersih', 'tapi', 'tidak', 'tolak']",0
2124,lama tidak ganguan kusam sedikit tidak hilang jerawat tema bisa,"['lama', 'tidak', 'ganguan', 'kusam', 'sedikit', 'tidak', 'hilang', 'jerawat', 'tema', 'bisa']",1
2125,penasaran tapi bagus bged enak bged pokokny rekomendasi cocok,"['penasaran', 'tapi', 'bagus', 'bged', 'enak', 'bged', 'pokokny', 'rekomendasi', 'cocok']",1
2126,mario badescu kering harga murah tekstur encer bau sulfur sangat encer tapi tidak buruk jerawat repurchase tidak,"['mario', 'badescu', 'kering', 'harga', 'murah', 'tekstur', 'encer', 'bau', 'sulfur', 'sangat', 'encer', 'tapi', 'tidak', 'buruk', 'jerawat', 'repurchase', 'tidak']",0
2127,tidak tidak cepat tapi suka hasil segar cerah tidak ringan tidak lembap kesat aman,"['tidak', 'tidak', 'cepat', 'tapi', 'suka', 'hasil', 'segar', 'cerah', 'tidak', 'ringan', 'tidak', 'lembap', 'kesat', 'aman']",1
2128,cinta tidak salah suka muncul bruntus kecil tapi halus cocok,"['cinta', 'tidak', 'salah', 'suka', 'muncul', 'bruntus', 'kecil', 'tapi', 'halus', 'cocok']",0
2129,besar tidak especialy sumber jerawat tidak jerawar muncul jerawat purging tapi henti lama tambah jerawat sebel kesan tapi rehat tapi besar exception trauma hidung banyak komedo tambah komedo ancur tapi tidak bisa tapi tidak penasaran,"['besar', 'tidak', 'especialy', 'sumber', 'jerawat', 'tidak', 'jerawar', 'muncul', 'jerawat', 'purging', 'tapi', 'henti', 'lama', 'tambah', 'jerawat', 'sebel', 'kesan', 'tapi', 'rehat', 'tapi', 'besar', 'exception', 'trauma', 'hidung', 'banyak', 'komedo', 'tambah', 'komedo', 'ancur', 'tapi', 'tidak', 'bisa', 'tapi', 'tidak', 'penasaran']",0
2130,suka hasil akhir enak simpel tidak gampang tapi tidak makin lupa rasa makin berat timbul komedo double bersih boros cepat,"['suka', 'hasil', 'akhir', 'enak', 'simpel', 'tidak', 'gampang', 'tapi', 'tidak', 'makin', 'lupa', 'rasa', 'makin', 'berat', 'timbul', 'komedo', 'double', 'bersih', 'boros', 'cepat']",1
2131,jujur banyak kering tidak whitecast tapi tidak rasa tidak kering rasa kering rasa tarik lebih parah tinggal pih jerawat besar banyak sedih gerah tekstur blur licin tapi jerawat,"['jujur', 'banyak', 'kering', 'tidak', 'whitecast', 'tapi', 'tidak', 'rasa', 'tidak', 'kering', 'rasa', 'kering', 'rasa', 'tarik', 'lebih', 'parah', 'tinggal', 'pih', 'jerawat', 'besar', 'banyak', 'sedih', 'gerah', 'tekstur', 'blur', 'licin', 'tapi', 'jerawat']",0
2132,lembap nyata tidak kering sensasi hangat tapi tidak efek repurchase tidak,"['lembap', 'nyata', 'tidak', 'kering', 'sensasi', 'hangat', 'tapi', 'tidak', 'efek', 'repurchase', 'tidak']",0
2133,kesat kering tidak efek tidak kusam tidak samar bekas jerawat jad tidak buruk,"['kesat', 'kering', 'tidak', 'efek', 'tidak', 'kusam', 'tidak', 'samar', 'bekas', 'jerawat', 'jad', 'tidak', 'buruk']",0
2134,bagus tapi kurang suka tidak busa rasa belum bersih bisa masalah busa rasa lembap gicu kurang suka ginih cocok kering tidak hilang masalah,"['bagus', 'tapi', 'kurang', 'suka', 'tidak', 'busa', 'rasa', 'belum', 'bersih', 'bisa', 'masalah', 'busa', 'rasa', 'lembap', 'gicu', 'kurang', 'suka', 'ginih', 'cocok', 'kering', 'tidak', 'hilang', 'masalah']",1
2135,kurang cocok sensitif perih merah kelupas tapi beda beda hasil campur,"['kurang', 'cocok', 'sensitif', 'perih', 'merah', 'kelupas', 'tapi', 'beda', 'beda', 'hasil', 'campur']",0
2136,darkspot pudar kurang suka aroma sangat banyak komedo putih hidung,"['darkspot', 'pudar', 'kurang', 'suka', 'aroma', 'sangat', 'banyak', 'komedo', 'putih', 'hidung']",0
2137,langsung jatuh cinta tekstur gentle rasa enak pori besar besar gaban bisa langsung kurang pemakain lama tidak lembap suka,"['langsung', 'jatuh', 'cinta', 'tekstur', 'gentle', 'rasa', 'enak', 'pori', 'besar', 'besar', 'gaban', 'bisa', 'langsung', 'kurang', 'pemakain', 'lama', 'tidak', 'lembap', 'suka']",1
2138,tidak tidak buruk suka textures bau tidak ganggu tapi akupake besokanya bruntus tumbuh suka tapi makin tidak buruk yasudahlah,"['tidak', 'tidak', 'buruk', 'suka', 'textures', 'bau', 'tidak', 'ganggu', 'tapi', 'akupake', 'besokanya', 'bruntus', 'tumbuh', 'suka', 'tapi', 'makin', 'tidak', 'buruk', 'yasudahlah']",0
2139,cocok kombinasi cendrung kering gampang murah bau lucu tidak bagus,"['cocok', 'kombinasi', 'cendrung', 'kering', 'gampang', 'murah', 'bau', 'lucu', 'tidak', 'bagus']",1
2140,hasil tidak nyata cocok bagus sensitif tapi cocok aman tidak jerawat efek becerah kurang kusam wangi,"['hasil', 'tidak', 'nyata', 'cocok', 'bagus', 'sensitif', 'tapi', 'cocok', 'aman', 'tidak', 'jerawat', 'efek', 'becerah', 'kurang', 'kusam', 'wangi']",1
2141,banyak cocok tekstur suka harga harga sangat senang tidak alkohol tidak comedogenic,"['banyak', 'cocok', 'tekstur', 'suka', 'harga', 'harga', 'sangat', 'senang', 'tidak', 'alkohol', 'tidak', 'comedogenic']",1
2142,curent rasa cocok litle mahal akhir nyata cocok rasa enak bersih tidak kering parfum tapi tidak mind,"['curent', 'rasa', 'cocok', 'litle', 'mahal', 'akhir', 'nyata', 'cocok', 'rasa', 'enak', 'bersih', 'tidak', 'kering', 'parfum', 'tapi', 'tidak', 'mind']",1
2143,againts masks overly striping damaging harmful dasar chalange litle gentler tapi thin slimy tekstur keras hold tidak tinggal either tidak coperate,"['againts', 'masks', 'overly', 'striping', 'damaging', 'harmful', 'dasar', 'chalange', 'litle', 'gentler', 'tapi', 'thin', 'slimy', 'tekstur', 'keras', 'hold', 'tidak', 'tinggal', 'either', 'tidak', 'coperate']",0
2144,cocok jerawat bruntus gentle tapi sedikit tarik tapi tidak lembap bagus banding rekomendasi bisa remover,"['cocok', 'jerawat', 'bruntus', 'gentle', 'tapi', 'sedikit', 'tarik', 'tapi', 'tidak', 'lembap', 'bagus', 'banding', 'rekomendasi', 'bisa', 'remover']",1
2145,efek hilang noda hitam tidak efek cerah tidak kasar lembap tekstur cair sedikit bau mudah serap mudah rata tidak bagus tidak hilang efek negatif tidak rencana repurchase efek,"['efek', 'hilang', 'noda', 'hitam', 'tidak', 'efek', 'cerah', 'tidak', 'kasar', 'lembap', 'tekstur', 'cair', 'sedikit', 'bau', 'mudah', 'serap', 'mudah', 'rata', 'tidak', 'bagus', 'tidak', 'hilang', 'efek', 'negatif', 'tidak', 'rencana', 'repurchase', 'efek']",1
2146,tekstur gel tidak lembap tapi tidak tunda tumbuh jerawat merah banyak rasa sakit tapi tambah banyak repurchase tidak tapi cocok hasil bagus,"['tekstur', 'gel', 'tidak', 'lembap', 'tapi', 'tidak', 'tunda', 'tumbuh', 'jerawat', 'merah', 'banyak', 'rasa', 'sakit', 'tapi', 'tambah', 'banyak', 'repurchase', 'tidak', 'tapi', 'cocok', 'hasil', 'bagus']",0
2147,tidak efek banvet suka wangi wangi coklat tapi bingung wangi plum busa lembut harga murah darurat bisa,"['tidak', 'efek', 'banvet', 'suka', 'wangi', 'wangi', 'coklat', 'tapi', 'bingung', 'wangi', 'plum', 'busa', 'lembut', 'harga', 'murah', 'darurat', 'bisa']",1
2148,tidak efek cerah tidak ngaruk cocok cocok tidak cepat lama muncul bruntus kecil kecil jidat tekstur lengket tapi mudah resap,"['tidak', 'efek', 'cerah', 'tidak', 'ngaruk', 'cocok', 'cocok', 'tidak', 'cepat', 'lama', 'muncul', 'bruntus', 'kecil', 'kecil', 'jidat', 'tekstur', 'lengket', 'tapi', 'mudah', 'resap']",0
2149,salah putih nyata beda bagus masalah bersih lebih baik kurang suka hasil akhir residu tapi kurang suka hasil akhir kering tidak kotor jerawat suka sakit tidak lebih suka hasil akhir suka rentang harga masalah alkohol paraben parfum tidak fungal jerawat aman suka beda harga susah putar putar lebih praktis bagus tapi suka suka hasil akhir kering tidak lebih suka hasil akhir tapi bau aneh,"['salah', 'putih', 'nyata', 'beda', 'bagus', 'masalah', 'bersih', 'lebih', 'baik', 'kurang', 'suka', 'hasil', 'akhir', 'residu', 'tapi', 'kurang', 'suka', 'hasil', 'akhir', 'kering', 'tidak', 'kotor', 'jerawat', 'suka', 'sakit', 'tidak', 'lebih', 'suka', 'hasil', 'akhir', 'suka', 'rentang', 'harga', 'masalah', 'alkohol', 'paraben', 'parfum', 'tidak', 'fungal', 'jerawat', 'aman', 'suka', 'beda', 'harga', 'susah', 'putar', 'putar', 'lebih', 'praktis', 'bagus', 'tapi', 'suka', 'suka', 'hasil', 'akhir', 'kering', 'tidak', 'lebih', 'suka', 'hasil', 'akhir', 'tapi', 'bau', 'aneh']",0
2150,tebal tapi gel cepat resap serum lebih lembap enak tapi efek cerah tidak repurchase lama tidak efek buruk,"['tebal', 'tapi', 'gel', 'cepat', 'resap', 'serum', 'lebih', 'lembap', 'enak', 'tapi', 'efek', 'cerah', 'tidak', 'repurchase', 'lama', 'tidak', 'efek', 'buruk']",1
2151,rasa enak rasa bersih kesat tapi lama kelam kering kasar tidak buruk kaya wangi enak,"['rasa', 'enak', 'rasa', 'bersih', 'kesat', 'tapi', 'lama', 'kelam', 'kering', 'kasar', 'tidak', 'buruk', 'kaya', 'wangi', 'enak']",0
2152,tidak buruk tinggal residu banyak timbul jerawat tidak jerawat jerawat tidak kering harga murah bau aneh kecil,"['tidak', 'buruk', 'tinggal', 'residu', 'banyak', 'timbul', 'jerawat', 'tidak', 'jerawat', 'jerawat', 'tidak', 'kering', 'harga', 'murah', 'bau', 'aneh', 'kecil']",0
2153,cocok lama cocok aroma enak segar bisa kurang minyak bersih sejuk segar penting tidak lembap repurchase parah,"['cocok', 'lama', 'cocok', 'aroma', 'enak', 'segar', 'bisa', 'kurang', 'minyak', 'bersih', 'sejuk', 'segar', 'penting', 'tidak', 'lembap', 'repurchase', 'parah']",1
2154,salah kriteria cocok mudah cepat ngalahin bersih cocok susah riwil jerawat banyak drama tidak baik enak tidak putih cast mudah rata tidak harga sangat lebih lebih kusam,"['salah', 'kriteria', 'cocok', 'mudah', 'cepat', 'ngalahin', 'bersih', 'cocok', 'susah', 'riwil', 'jerawat', 'banyak', 'drama', 'tidak', 'baik', 'enak', 'tidak', 'putih', 'cast', 'mudah', 'rata', 'tidak', 'harga', 'sangat', 'lebih', 'lebih', 'kusam']",1
2155,suka tidak tidak suka tapi rasa kurang walaupun cukup mahal tapi harga bersih efek perih kering repurchase,"['suka', 'tidak', 'tidak', 'suka', 'tapi', 'rasa', 'kurang', 'walaupun', 'cukup', 'mahal', 'tapi', 'harga', 'bersih', 'efek', 'perih', 'kering', 'repurchase']",1
2156,tidak enak lembap susah serap kilap parah wangi lebih suka formula tapi tidak repurchase,"['tidak', 'enak', 'lembap', 'susah', 'serap', 'kilap', 'parah', 'wangi', 'lebih', 'suka', 'formula', 'tapi', 'tidak', 'repurchase']",0
2157,busa rasa busa lembut tidak lembap busa bagus,"['busa', 'rasa', 'busa', 'lembut', 'tidak', 'lembap', 'busa', 'bagus']",1
2158,lebih bisa bersih enak tekstur padat susah rasa kesat tapi telinga tidak enak repurchase tapi tidak gelisah akhir tumpuk tidak,"['lebih', 'bisa', 'bersih', 'enak', 'tekstur', 'padat', 'susah', 'rasa', 'kesat', 'tapi', 'telinga', 'tidak', 'enak', 'repurchase', 'tapi', 'tidak', 'gelisah', 'akhir', 'tumpuk', 'tidak']",0
2159,genduk anjak dewasa tunjuk gejala gejala berjerwat kurang suka tidak busa tapi lama lama tidak wangi tidak kering genduk bisa kurang sembuh jerawat sunblok wajib suka,"['genduk', 'anjak', 'dewasa', 'tunjuk', 'gejala', 'gejala', 'berjerwat', 'kurang', 'suka', 'tidak', 'busa', 'tapi', 'lama', 'lama', 'tidak', 'wangi', 'tidak', 'kering', 'genduk', 'bisa', 'kurang', 'sembuh', 'jerawat', 'sunblok', 'wajib', 'suka']",1
2160,tidak kombinasi kering kelupas formula keras sensitif rasa kering tarik tidak gelisah bau tapi formula besar tidak tidak tolak,"['tidak', 'kombinasi', 'kering', 'kelupas', 'formula', 'keras', 'sensitif', 'rasa', 'kering', 'tarik', 'tidak', 'gelisah', 'bau', 'tapi', 'formula', 'besar', 'tidak', 'tidak', 'tolak']",0
2161,panas untung tidak panas ansih efek cerah tapi sensitif takut kurang cocok,"['panas', 'untung', 'tidak', 'panas', 'ansih', 'efek', 'cerah', 'tapi', 'sensitif', 'takut', 'kurang', 'cocok']",1
2162,rebiewnya bagus rekomendasi tapi tidak tidak suka bau bau obat tekstur gel putih sedikit kesat tapi lembap,"['rebiewnya', 'bagus', 'rekomendasi', 'tapi', 'tidak', 'tidak', 'suka', 'bau', 'bau', 'obat', 'tekstur', 'gel', 'putih', 'sedikit', 'kesat', 'tapi', 'lembap']",1
2163,tarik butuh hilang bruntus jerawat harga murah omaygat clay hasil akhir tidak tidak suka tidak efek kering hampir lebih repurchase besar tidak tidak efek sedikit panas,"['tarik', 'butuh', 'hilang', 'bruntus', 'jerawat', 'harga', 'murah', 'omaygat', 'clay', 'hasil', 'akhir', 'tidak', 'tidak', 'suka', 'tidak', 'efek', 'kering', 'hampir', 'lebih', 'repurchase', 'besar', 'tidak', 'tidak', 'efek', 'sedikit', 'panas']",0
2164,cukup baik tidak parfum tetapi cukup bersih tapi rasa kurang cocok kurang efisien,"['cukup', 'baik', 'tidak', 'parfum', 'tetapi', 'cukup', 'bersih', 'tapi', 'rasa', 'kurang', 'cocok', 'kurang', 'efisien']",1
2165,populer rasa komedo hidung tambah banyak tidak belum rasa tidak buruk lama sedih,"['populer', 'rasa', 'komedo', 'hidung', 'tambah', 'banyak', 'tidak', 'belum', 'rasa', 'tidak', 'buruk', 'lama', 'sedih']",0
2166,rekomendasi harga murah nyata tidak buruk kering kurang hidrasi banyak panas cekit cekit timbul merah,"['rekomendasi', 'harga', 'murah', 'nyata', 'tidak', 'buruk', 'kering', 'kurang', 'hidrasi', 'banyak', 'panas', 'cekit', 'cekit', 'timbul', 'merah']",0
2167,salah timbul jerawat salon tekstur tidak panas tidak lembap rasa segar walaupun bau ngingatin syampo minus terkadang muncul jerawat walaupun kecil,"['salah', 'timbul', 'jerawat', 'salon', 'tekstur', 'tidak', 'panas', 'tidak', 'lembap', 'rasa', 'segar', 'walaupun', 'bau', 'ngingatin', 'syampo', 'minus', 'terkadang', 'muncul', 'jerawat', 'walaupun', 'kecil']",1
2168,tidak efek lengket suka bau segar repurchase kaya tidak,"['tidak', 'efek', 'lengket', 'suka', 'bau', 'segar', 'repurchase', 'kaya', 'tidak']",0
2169,tekstur slipery cocok serap cepat lembap suka sedikit lama jarang dehidrasi kelembabanya harga lama,"['tekstur', 'slipery', 'cocok', 'serap', 'cepat', 'lembap', 'suka', 'sedikit', 'lama', 'jarang', 'dehidrasi', 'kelembabanya', 'harga', 'lama']",1
2170,bau enak wangi segar tekstur warna rada campur putih gampang serap tapi tidak buruk makin minyak parah kusam komedo banyak,"['bau', 'enak', 'wangi', 'segar', 'tekstur', 'warna', 'rada', 'campur', 'putih', 'gampang', 'serap', 'tapi', 'tidak', 'buruk', 'makin', 'minyak', 'parah', 'kusam', 'komedo', 'banyak']",0
2171,tekstur mirip obat totol lar sulfur rasa adem maksud hati hilang bruntus tambah jerawat tidak mempan sedih tidak,"['tekstur', 'mirip', 'obat', 'totol', 'lar', 'sulfur', 'rasa', 'adem', 'maksud', 'hati', 'hilang', 'bruntus', 'tambah', 'jerawat', 'tidak', 'mempan', 'sedih', 'tidak']",0
2172,sering tapi langsung jerawat jarang tidak buruk merah rutin ampuh,"['sering', 'tapi', 'langsung', 'jerawat', 'jarang', 'tidak', 'buruk', 'merah', 'rutin', 'ampuh']",0
2173,banyak parah jerawat cocok jerawat tapi kurang efektif timbul rasa perih tidak buruk murah riah,"['banyak', 'parah', 'jerawat', 'cocok', 'jerawat', 'tapi', 'kurang', 'efektif', 'timbul', 'rasa', 'perih', 'tidak', 'buruk', 'murah', 'riah']",0
2174,langsung cerah busa banyak hasil tidak bau enak tidak aman lembut hasil suka,"['langsung', 'cerah', 'busa', 'banyak', 'hasil', 'tidak', 'bau', 'enak', 'tidak', 'aman', 'lembut', 'hasil', 'suka']",1
2175,racun tidak larang ortu takut jerawat tapi ngeyel akhir kering banyak fungal jerawat bhkn parah bekas jerawat sedih,"['racun', 'tidak', 'larang', 'ortu', 'takut', 'jerawat', 'tapi', 'ngeyel', 'akhir', 'kering', 'banyak', 'fungal', 'jerawat', 'bhkn', 'parah', 'bekas', 'jerawat', 'sedih']",0
2176,hilang bekas jerawat bekas langsung muncul jerawat perih jerawat membesaf gity belum jerwtnya kecil aktif paketin lngsing radang,"['hilang', 'bekas', 'jerawat', 'bekas', 'langsung', 'muncul', 'jerawat', 'perih', 'jerawat', 'membesaf', 'gity', 'belum', 'jerwtnya', 'kecil', 'aktif', 'paketin', 'lngsing', 'radang']",0
2177,jujur rasa lebih cerah cinta coban langsung rekomendasi mantap,"['jujur', 'rasa', 'lebih', 'cerah', 'cinta', 'coban', 'langsung', 'rekomendasi', 'mantap']",1
2178,tapi warna abu bagus bruntus jerawat kecil dahi hilang hempas tapi sabar butuh tidak abu tidak kotor bruntus tinggal proses hilang bekas akhirny cocok tapi nyata tidak hilang jerawat tidak tapi banyak jerawat sakit tidak salah asrama kacau tidak bisa pstive thingking pkiran jerawat sensasi tarik tapi tidak tidak suka rasa bersih cerah tapi jerawat tobat tidak,"['tapi', 'warna', 'abu', 'bagus', 'bruntus', 'jerawat', 'kecil', 'dahi', 'hilang', 'hempas', 'tapi', 'sabar', 'butuh', 'tidak', 'abu', 'tidak', 'kotor', 'bruntus', 'tinggal', 'proses', 'hilang', 'bekas', 'akhirny', 'cocok', 'tapi', 'nyata', 'tidak', 'hilang', 'jerawat', 'tidak', 'tapi', 'banyak', 'jerawat', 'sakit', 'tidak', 'salah', 'asrama', 'kacau', 'tidak', 'bisa', 'pstive', 'thingking', 'pkiran', 'jerawat', 'sensasi', 'tarik', 'tapi', 'tidak', 'tidak', 'suka', 'rasa', 'bersih', 'cerah', 'tapi', 'jerawat', 'tobat', 'tidak']",0
2179,cocok kesat tapi tidak lembap lembap tapi lebih suka segar busa banyak segar,"['cocok', 'kesat', 'tapi', 'tidak', 'lembap', 'lembap', 'tapi', 'lebih', 'suka', 'segar', 'busa', 'banyak', 'segar']",0
2180,tekstur mirip jafra komedo tapi wangi sangat kurang suka besar tidak wanginha parabenya tidak paraben,"['tekstur', 'mirip', 'jafra', 'komedo', 'tapi', 'wangi', 'sangat', 'kurang', 'suka', 'besar', 'tidak', 'wanginha', 'parabenya', 'tidak', 'paraben']",0
2181,kecil pori pori cerah mudah resap sering kapas kotor angkat bisa lembap bagus mudah resap,"['kecil', 'pori', 'pori', 'cerah', 'mudah', 'resap', 'sering', 'kapas', 'kotor', 'angkat', 'bisa', 'lembap', 'bagus', 'mudah', 'resap']",1
2182,suka vitamin bersih enak bersih lembap rekomendasi,"['suka', 'vitamin', 'bersih', 'enak', 'bersih', 'lembap', 'rekomendasi']",1
2183,tidak jerawat susah kempes tidak rasa tidak rasa obat totol jerawat,"['tidak', 'jerawat', 'susah', 'kempes', 'tidak', 'rasa', 'tidak', 'rasa', 'obat', 'totol', 'jerawat']",0
2184,banyak cocok tidak belum bisa cocok nyata sangat jerawat prone tidak buruk langsung tumbuh jerawat bahan alami,"['banyak', 'cocok', 'tidak', 'belum', 'bisa', 'cocok', 'nyata', 'sangat', 'jerawat', 'prone', 'tidak', 'buruk', 'langsung', 'tumbuh', 'jerawat', 'bahan', 'alami']",0
2185,ampun nyata nyata tidak buruk mutia ekspektasi bisa hilang bekas jerawat jerawat makin mbrodol huf sedih lebih tekstur mudah resap,"['ampun', 'nyata', 'nyata', 'tidak', 'buruk', 'mutia', 'ekspektasi', 'bisa', 'hilang', 'bekas', 'jerawat', 'jerawat', 'makin', 'mbrodol', 'huf', 'sedih', 'lebih', 'tekstur', 'mudah', 'resap']",0
2186,segar segar modern designya aman higenis tekstur gel putih ringan cepat serap efek dingin tidak rasa lengket kering aman lembap kualitas manfaat sangat bagus harga sangat,"['segar', 'segar', 'modern', 'designya', 'aman', 'higenis', 'tekstur', 'gel', 'putih', 'ringan', 'cepat', 'serap', 'efek', 'dingin', 'tidak', 'rasa', 'lengket', 'kering', 'aman', 'lembap', 'kualitas', 'manfaat', 'sangat', 'bagus', 'harga', 'sangat']",1
2187,tidak puas lembap akhir facial takut purging tidak buruk harga mahal tapi nyata cocok lucu facial dipump busa tidak sedikit banyak awet repurchase,"['tidak', 'puas', 'lembap', 'akhir', 'facial', 'takut', 'purging', 'tidak', 'buruk', 'harga', 'mahal', 'tapi', 'nyata', 'cocok', 'lucu', 'facial', 'dipump', 'busa', 'tidak', 'sedikit', 'banyak', 'awet', 'repurchase']",1
2188,cinta tapi tidak buruk kombinasi belum rasa minyak sedikit bruntus gagal mimpi mirip song hye kyo,"['cinta', 'tapi', 'tidak', 'buruk', 'kombinasi', 'belum', 'rasa', 'minyak', 'sedikit', 'bruntus', 'gagal', 'mimpi', 'mirip', 'song', 'hye', 'kyo']",0
2189,cerah halus tapi lama kelam kering komedo putih kusam lebih tidak salah jerawat harga afdorable banyak,"['cerah', 'halus', 'tapi', 'lama', 'kelam', 'kering', 'komedo', 'putih', 'kusam', 'lebih', 'tidak', 'salah', 'jerawat', 'harga', 'afdorable', 'banyak']",0
