review,label
"Beli ini sebatas waktu itu ada promo wkwkwk. Tapi ternyata sebagus itu di wajahku, busanya banyak, setelah dibilas nggak bikin ketarik kering gitu, mencerahkan? iya sih tapi ya nggak lama, mungkin pemakaian lebih lama biar efek mencerahkannya permanen, tapi yg aku paling notice dia menyamarkan pori2 aku 😭😭 seneng bgtttt",1
"beli ini sekitar 3 tahun yang lalu dan itupun kayanya iseng2 aja, ternyata cocok banget pake ini. Bisa mudarin bekas jerawat juga, emang rada berminyak gt tp masih oke bgt ko. udah berkali2 ganti sunscreen tp ini selalu kecintaan dan gabisa lepas",1
"Beli ini sekitar tahun 2018 akhir karena penasaran. Salahnya aku langsung beli full package:'D Ngga cocok di aku, malah tambah oily, dan aku kurang suka sama fragrance nya. So, tidak repurchase. Mon maap garnier..",0
"Beli ini sepaket sm yg lainnya, termasuk skincare pertama aku sih, enak ga lengket, pake sepaket aku gaada ngerasain efek yang brighteningnya ya, cmn mukaku emang jd bersih bangettt, kusam jg berkurangg, cmn yaa gitu gitu ajaasi menurut akuu kalo buat mutihin engga ya, kl buat ngerawat kulit okee sih, krna bekas bekas jerawat juga lumayan mudar pake sepaket whitelab ini",1
"beli ini size kecil karna buat cadangan akhir bulan dan penasaran karna embel"" whip. Foam nya lembut, pake sedikit aja udah banyak. wanginya sih yg aku suka, enak. setelah pakai biasa aja sih kek FW garnier yg pernah aku cobain. Tapi entah kenapa aku ngerasa habis pke ini muka sedikit lbh keset, tpi gak bikin ketarik dan gak bikin kering bgt juga. mungkin karna dia foam yah. repurchase boleh lah 😂",1
beli ini so ngide karena latah liat diindomaret. padahal pake claymasknya gak cocok eh malah kepo sama face washnya yaudah aku beli pas sehari kerasa seger gitu seminggu pemakaian langsung muncul bruntusan dan kulit muka jadi merah merah kaya kepiting rebus.,0
"Beli ini soalnya ada klaim buat kulit sensitive. Aku liat ingredientsnya juga gak ada alkohol, tapi malah bikin bo diaku. Untung aku beli yg sizenya paling kecil, yaudah aku kasih ke temenku yg cocok. Mungkin aku nggak cocok sama bbrp ingredients di produk ini.",0
"beli ini soalnya direkomendasiin sm tmn, jadi aku nyoba pake toner sekaligus serumnya, trs ya untuk pemakaian pertama emang blm ada efek yang muncul ya, tp menurutku ya lumayan bagus, cpt nyerep, trs juga lumayan hydrating dan fragrance nya juga enak. so aku beli, the pemakaian 2x kerasa gatel pdhl tmnku pake itu bagus dan lumayan keliatan efek 'brightening'nya, tp di aku malah gatel gitu, jdi aku berentiin pemakaian, then yauda aku kasih ke tmnku. sebenernya ini product baguss dan affordable price bgt, tp aku nya ajaa yang ga cocok:(",0
"beli ini tuh buat gantiin hadalabo, selama pakai ini tuh alhamdulillah cockk aja ga bikin jerawatan. Aku suka bahan-bahannya yang ada hyaluronic acid. Hasilnya dikulit aku emang bikin agak cerah tapi kadang-kadang mukaku kaya ada putih-putih gitu kayak komedo putih (kalo siang).",1
"Beli ini tuh karna direkomendasiin temen. Karna dulu wajahku bruntusan parah, jadi dia rekomendasiin ini. Menurutku sih face wash ini gak ada efek yang gimanaâ€ gitu di wajahku. Face wash ini lembut, aku suka karna busanya banyak dan wangi ðŸ˜ wajahku juga terasa lebih bersih",1
"beli ini tujuannya buat pemakaian daily - biar bisa ngelindungin kulit dari blue light. sayang banget di aku ga cocok, lebih karena efeknya yang bikin minyakan banget, bahkan cuma beberapa saat setelah pemakaian dan muka aku jadi kusem setelah pake ini. selebihnya ga ada efek negatif sih, ga bikin jerawatan juga, karena masih banyak, bisa di pakai buat tangan/kaki",0
"Beli ini udah lama, wktu itu cuma lapar mata, tapi ga niat make, eh pas essence habis mau ga mau pake ini, ternyata enak looh, abis pake ini aku ga tambah moisturizer lagi, cuma aku tambahin sleeping mask, udah deh muka udah becek siap tidur, haha aku tuh kulit nya kering banget, jadi aku seneng pake ini, bangun tidur muka jadi lembab trus kayak berminyak gitu, suka banget. dan lagi kulit agak merona sih pake ini.",1
"Beli ini untuk pertama kalinya karena udah sering repurchase yang seri day creamnya sangat besar pengaruhnya buat kulit ku. BAGUS SEKALI! Bikin kulit lembab banget pas bangun tidur, jadi glowing, gara2 produk ini udah jarang banget aku ngescrub (kadang2 dua minggu sekali) karena bener2 bikin kulitku cerah, belang di kaki juga udah memudar dalam waktu kurang dari sebulan padahal cuma pakai sabun batang murah. Btw aku makainya ini buat tangan sama kaki. Walaupun ga cocok di wajah, tetap MANTUL",1
"beli ini waktu di guardian dulu. beli karena lihat temen"" ku yang cocok banget pakai ini😂 setelah sehari pemakaian muka ku langsung muncul jerawat 2 di pipi+ muka ku tambah oily banget dan berasa berat gitu. ketambah lagi rasa gatel cekit cekit nya juga. akhirnya trauma buat pakai lagi dan produknya dibiarin sampe exp😅",0
"beli ini waktu di guardian lg diskon dan iseng aja pgn cobain, padahal aku gapernah suka pake sunscreen tp sejak pake loreal ini aku jd rajin bgt pake tiap pagi🥰. aku suka sih hasilnya di aku gabikin oily dan sedikit kasih efek glowing gitu, ga greasy sih di aku. dia sunscreen pertama yg bs diblg cocok dan suka❤️🤗",1
beli ini waktu dulu belum ngerti banget face mist buat apa. di mukaku bikin bruntusan lumayan banyak dan fragrancenya terlalu strong. refreshing as what face mist do but nothing special. repurchase? no,0
beli ini waktu pertama kali butuh moisturizer karna bingung akhirnya Nemu ini di sociolla karna tiap sblm beli buka review dlu akhirnya ku buka lah fd ternyata rate nya juga bagus dan murahhh🥺 pemakaian udah ada 1 bulan belom terlalu keliatan sih hasilnya di aku cuma gatau kenapa ini tu calm banget di aku suka banget .,1
"beli ini wktu itu karena kebetulan lupa bawa face wash iseng aja gtu beli ini. sbnernya gaada masalah sama sekali di wajah aku, ga nimbulin breakout atau apapun itu. tapi efek narik setelah cucimuka nya aja sih yg bikin kurang nyaman dan lebih prefer ke face wash lain wkwkwk",0
"beli ini yang versi 20g dengan harga 5k aja di salah satu olshop yang dijamin ori 😂 baunya obat banget sih, tapi lama2 terbiasa. krim ini kalo dibaurkan harus langsung merata gitu soalnya cepet bgt nempel ke kulit. tapi enaknya karena langsung kering jadi gak nunggu lama buat ke step selanjutnya. cukup nahan minyak, sedikit mencerahkan dan aku merasa bedak lebih nempel kalo pake ini, so far so good 🤔",1
"beli ini, karena facial wash biasaku habis, dan memutuskan untuk pake ponds ini, tapi untuk facialwash ini bikin breakout yang cukup parah dimukaku, padahal untuk texturenya sendiri itu enak, tapi sayang aja ga cocok:(",0
Beli inih karna sering bgt liat dimana2 yg katanya bagus jadi cus langsung coba. Aku biasanya pake dia buat setting spray setelah make up dan bener hasil nya make up gak gampang ke gesek dan jadi lebih tahan lama. Wangi nya jga enak dan spray nya sendiri lumayan halus2 gak bikin banjir di muka. Oiyah aku pake dia jga klo kulit aku lgi kering dan dia lumayan buat ngelembabpin. Overall suka bagus bgt buat yg nyari2 face spray gnih 😊,1
"beli iseng gara-gara banyak di omongin di sosial media, dan kaget banget ternyata emang sebagus itu. ada wanginya tapi ga begitu ganggu, teksturnya gel jadi bikin ringan banget di muka dan ga ada whitecastnya sekali jadi enak kalo mau reapply.",1
"Beli karena ada banyak yang bilang bagus terus juga harganya murah,aku baru pertama kai nyoba,bikin muka lembab sih tapi aku gasuka sama teksurnya yang kentel tapi susah buat meresap ke kulit jd pas aku pakein serum serum nya juga jadi kurang meresap ke kulit gitu",0
"beli karena cocok ma pembersihnya tapi ternyata ga cocok pake krim ini padahal di gadang2 bisa mencerahkan wajah ke muka aku ga cocok pas pertama pake muka kaya panas,ada cekit cekit awalnya karena awal2 tapi pas udah pake Ampe 2mingguan muka malah kusam,pori2 jadi keliatan tambah gede maka dari sejak itu berhenti dan ga pernah nyobain lagi niy produky krimnya padahal pake pembersihnya cocok banged..",0
"Beli karena direkomendasi oleh mbaknya, katanya ini yang cocok untuk kulit kering. Memang busanya lumayan lembut, setelah dibilas dan dilap gaada rasa ketarik, tapi kalau udara kering (di ruang AC) kulit wajah kering mengelupas, tetap harus pakai pelembab. Meskipun tulisannya mencerahkan, tapi belum terasa efeknya.",1
"beli karena facial wash ku yg some by mi habis, dan kalau mau beli ya harus beli online kan yaah kl some by mi. trus mampir ke indomaret beli senka ini yg kecil gitu. aku mikirnya â€œah yg penting cuci muka, mukanya dibersihinâ€ gituu HAHAHA eh gataunya gacocok bgt sama senka lgsg gatel gitu trus numbuh jerawat batu gitu sedih bgt padahal aku suka teksturnya foamy gitu dan setelah dipake dia jg ga narik muka tapi sayang gacocok",0
"Beli karena hype banget saat itu. Terus pas dipake seminggu 2x, ngerasanya malah kayak blackhead dihidung tambah banyak ga kayak sebelumnya. Ngerasa ga ada ngaruh apa2 dimuka juga selama pemakaian sedih bgt:(",0
"Beli karena keracunan member FD. Katanya hasilnya matte, pas dicoba bener hasilnya matte gak bikin mukaku minyakan banget. Tapi mukanya harus lembab dlu, klo mukanya gak lembab malah gak nempel sunscreenny. Tekturnya cream gak thick tp gak cair juga. Harganya pas lah untuk ukuran 30ml. Worth it banget untuk kalian yang lagi butuh sunscreen. Klo aku udh repurchase beberapa kalii saking sukabya sama ini sunscreen",1
"Beli karena lagi promo. Untuk ngelindungin dari mataharinya oke banget, dan yang gue suka muka jadi gak kusem pake ini. Cuma meski udah oil control, masih oily ya, kadang kalo siang sebelum reapply itu licin banget muka. Sudah repurchase 2 kali.",1
"beli karena lagi traveling, sabun muka ketinggalan, dan penasaran pengin coba. setelah pemakaian, muka jadi cerah tapi juga jadi kering banget sampai ngelupas di area hidung. setelah beberapa hari muncul lah jerawat jerawat kecil di jidat. it doesn't work on me 🥲",0
Beli karena penasaran dan ternyata gak cocok. Setelah pakai muka malah jadi keliatan aneh banget. Hahahaha. Menurut saya sih keputihan jadi kaya pakai topeng gitu. Keliatan gak natural sama sekali. Setelah beli terus pakai beberapa kali aja karena nyobain.,0
beli karena penasaran sama produk ini karena ada green teanya. nyerepnya lumayan cepet wanginya juga enakkk gak bikin panas atau gimana jugaa tapi sayang ga cocok di kulit aku malah muncul jerawat:((( harganya super murah sih iniii. huhu,0
"Beli karena penasaran, walaupun ada kandungan matcha yg bikin agak anget pas dipake ke muka. But buat membersihkan mukanya lumayan oke, selain itu juga bagus buat yg acne prone karena bikin jerawat agak kering juga 😍😍😍",1
Beli karena tergoda tester ... habis lucuuukkkkk coba?! jadi inget wondergelnya pembalut hahahah tapi ini moist yg moist banget. fyi bikin kesettt tp bukan keset yg ketarik tu loh ya ... buat moisturizer ini masih kalah cetar ma beberapa product lainya tapiii untuk kulit normal dan untuk daily moisturizer yg emang light ini JWARAAAAAHHHHHHH,1
"beli karna coba coba aja,dan lumayan baguss diaku,pas dah pakek gak kerasa ketarik dan malah bikin lumayan kenyal gitu kulitnya. klaim untuk menghaluskan seperti kulit bayi selama 3 hari nya aku ga setuju sih karna aku dah pakek selama 1 minggu juga ga ngerasa halus bgt,ya sbnernya gaharus ngasih ekspetasi tinggi sama sabun muka mah,tapi it's okee wanginya juga enak bgt👍",1
"Beli karna darurat butuh moist pas lagi liburan karna yg biasanya dipake ketinggalan. Hmmm oke sih, cukup melembabkan dan bikin kulit cerah. Tp adik aku pakai ini sampai sekarang dan ada perubahan dikulitnya, dia jd lebih cerah dan seger. Cumaaa dia bikin muncul milia jd yaa bintang satunya diambil deh",1
"Beli karna dia winner di FD nih ðŸ¤£ reviewnya? Mantul. Udah ngabisin yg size 250ml. Kotoran keangkat banget. Walaupun harus ngabisin 2-3 kapas sekali pake (fyi aku bukan make up person, karna dirumah aja). Mahal sih.. tapi ya emang ada harga ada rupa ya bund. Next nyoba yg sebium karna lagi jerawatan... ðŸ¥°",1
"Beli karna kepepet ragu sih karna gapernah cocok sama produk ponds, tapo karna di indomaret yg harganya lumayan murce yaudah aku ambil hehe karna aku sedikit sensitive rada takut juga mau pake, tapi sayang udh dibeli yaudh pasrah aja efeknya nanti gmna. Awal pake pasti gatel tapi ga terlalu ganggu banget, akhirnya di lanjut sampe semingguan nah pas udh seminggu tiba"" kulit kering ketarik gitu tapi ttep aja dipake sampe mau abis wkwk lumayan mencerahkan kulit si",1
"Beli karna lagi promo di indo dan pas facial wash ku lagi abis waktu itu. pertamanya bikin muka jadi agak ketarik gituu pas dipake. tapi lama lama jadi terbiasa dan nyaman aja sih. cuman pas di akhir kerasa agak ketarik lagii, akhirnya aku ganti sama produk sodara diaa yg satunya yg tutup pink dan lebih cocok sama dia sampe sekarang. untuk kemasannya dia gemes sih teksturnya lucuu aja",1
"Beli karna mepet bgt harus pergi dengan makeup an, karna kulitku cenderung kering jadi agak cakey ya kalau pakai makeup. Tapi, ini di spray-spray bisa bikin flawless kek glowing"" gt loh hahah. Terus, bikin makeup nya ketahan juga, baunya ga ganggu samsek, butirannya jg kecil-kecil jadi enak bgt dipakenyaa",1
"Beli karna suka banget sama aroma matcha dan katanya bagus juga buat muka,, baru dua hari pake auto keluar jerawat jadinya ga lanjutin pake lagi,, padahal aroma nya enak banget , c c c c c d d d d d d d d d d d d d d x d d x x x x x x d d d d d d d d d d d d d d d d d d d d d d d d",0
"Beli kemasan yang travel kit! belinya barengan sama yang salicylic acid. Warnanya bening. Yang pertama kupakai salicylic acid karena mikirnya bakal gacocok jadi bisa disembuhkan dengan yang low ph ini. Ternyata salah, malah tidak berjodoh dengan yang ini. hehe",0
"beli langsung semua serangkaian produk nya white secret karena waktu itu tergiur sama klaim nya ternyata gk cocok di kulit malah makin berminyak , bruntusan di area jidat yg paling notice sih komedo numpuk padahal udh beli full size semua waktu itu berharap bakalan bagus di muka ku",0
"beli mrt avoskin ini karena keracunan temen, pas seminggu pemakaian tuh heran sendiri karena semantul itu, jerawat ma bruntusan udah mendingan banget, ga bikin kemerahan, tiap ada jerawat mau muncul aku pakein refining toner ini paginya gajadi muncul hu suka bgt",1
"Beli night cream ini karna bingung mau pake moisturizer apa untuk malem. Sempet liat riviewnya juga, setelah 3 minggu pemakain syukurnya ga ada efek negatif. Aku suka banget teksturnya, cream tapi ga susah di blend, terus wanginya juga enaaak bangettt, ga ganggu. Untuk lempab di aku masih kurang tapi masih cukup oke. Untuk efek bright dr niacinamidenya ada sedikiitt dengan diringi skincare lainnya. Tapi worth to try dengan harga affordable",1
"Beli pas ada diskon alfamart. Pertama nyobain, yimbul jerawat di jidat ada dua atau toga biji gitu. Terus aku lanjutin pemakaiannya, lama kelamaan jerawatnya memghilang dan warna kulit tidak merata di wajahku memudar juga. Bagus sih menurutku produknya.",1
beli pas jaman smp ngerasa udah paling bersih ajaa. beneran bikin putih seger deh. tapi wajah berasa kering ketarik. tapi selalu beli ini terus. sampe akhirnya sadaar kalo produk ini terlalu hard gitu. jadi aku stop. balik lagi ke wardah pada saat itu,0
"beli pas lagi diskon jadi murah bangett, wanginya enak dan ga nyengat ga bikin kulit iritasi, teksturnya kaya cream gtu, rada susah di blend, finishnya glowing gtu terlalu mengkilap di muka aku, tapi terasa ringan di muka gabikin gerah cm karena efek glowy nya itu aku rada kurang suka, ga nahan minyak dan aga kusem dikitt klo udh lama bngt, kalo pake bedak tabur enakk bangett nahan minyak, ga kusem dan jd agak matte seharian.",1
"Beli pas promo karena harganya lumayan pricey untuk pembersih wajah, tapi memang ini bener2 kayak air banget tapi yang bisa angkat kotoran2 wajah & make up. Cocok buat dibawa jalan2 apa lagi yg long flight ngebet cuci muka (ps : ini ga disarankan tapi kalau kepepet lain cerita, tp pilihan ditanganmu) males cuci muka di pesawat, aku pernah pakai ini aja buat apus semua kotoran muka lalu ga bilas tinggal tidur, dikulitku sih aman yaaaaa, berasa lumayan bersih walau agak ga afdol kalau belum cuci muka pakai sabun wajah, tapi lumayan menyelamatkan disituasi yang 'agak mendesak' ðŸ˜…âœŒðŸ»",1
"beli pas punya voucher free ongkir. harganya affordable banget buat kantong pelajar, dapet yang 100ml pula. aku suka busanya lembut banget enak ngga bikin kulitku ketarik. ada bau2nya tapi soft banget bau khas emina. teksturnya cream tapi ngga padet jadi cepet banget jadi cair dan berbusa.",1
"Beli produk ini awalnya untuk si genduk yang beranjak dewasa, dan mulai menunjukkan gejala - gejala puber (berjerwat). Asal pake kurang sreg karena ga berbusa tapi lama - lama biasa. Ga berbau juga, dan setelah cuci muka ga bikin kering. Kalau di si genduk bs mengurangi & menyembuhkan jerawat, krn dia cm cuci muka & pake sunblok. Cetaphil ini barang wajib yg kudu dibawa kemanapun. Klo yang kedua habis pasti beli lagi, sesuka itu & penolong banget.",1
"Beli produk ini barengan dgn serumnya, pd waktu kulit sedang jerawatan parah2nya. Aku ga ngerti knp toner ini bs hype banget dijamannya, kulitku jd merah2 dan gatal, walau penggunaannya sudah aku selang selingi, tidak dipakai seriap hari. Dan bruntusannya makin parahdong... Mgkn kulitku ga cocok dgn AHA BHA ya...",0
"Beli produk ini buat awal skincare, plus sekalian milk cleanser nya, tapi ternyata ada kandungan ethanol dan methylparaben, jadi saya stop karena lagi busui. Harga terjangkau dan produk gampang banget di carinya, banyk variannya pula, oh ya awalnya ku kira ini selain face tonic juga bisa jadi toner, ternyata ini hanya sejenis pembersih ya, BUKAN toner",0
"Beli produk ini dari awal hit di japan. Very cheap indeed ! Awalnya coba karena katanya anak dari shishedo which is sabun mukanya emang enak banget. Kulitku tipe yg sensitive pol semakin di cuci semakin jerawatan ( its true !) jadi cari sabun cuci muka yg cocok itu kayak cari pasangan so hard !! Luckily coba ini enak banget di pakek , ga ada bau aneh, dan bersih !! Yg pasti bolak balik pakek ga sebab in jerawatan atau breakout dll.",1
"beli produk ini karena bingung mau pake night cream apa,setelah baca yang ngereview akhirnya nyoba ini. baru pemakaian 2 minggu selain melembabakan belum ada efek yang dirasa lagi setelah pemakaian produk ini. creamnya ringan dan wangi.",1
"beli produk ini karena kemasannya lucu pink gituu, dari dulu sebenernya gaterlalu cocok sama produk ponds, tapi gr gr kemasan yg baru ini aku coba, dan alhasil ternyata aku cocok sama produk ini, gabikin kulit ketarik tarik gitu, kulit lebih kenyal dan ga kusam, aku udah pake ini yg ke 3tube, dan bekas jerawatku semakin memudar, setelah pake produk ini gatau kenapa jadi jarang muncul jerawat, dan untuk mencerahkan juga dimukaku, pokonya jadi love bgt sama produk inii",1
"Beli produk ini karena sebelumnya aku lagi nyobain pake serum masih dari rangkaian yang sama. Aku akhirnya beli ini dan cobain pake, first impression aku pake ini bener2 ngerasa tekstur kulit aku jadi sangat sangat lebih baik dari sebelumnya. Kayaknya emg bener2 secara rutin harus pake full serangkaian produk yang Sakura ini kalo mau hasilnya lebih maksimal. Meskipun aku pribadi cuma pake serum dan sleeping essence ini aja ngerasa hasilnya udh bagus banget. Yang aku suka lagi wangi produknya soft banget, sometimes aku ngerasa kaya wangi permen sugus haha. Aku juga ngerasa setelah hampir pemakaian satu bulan ini, kulit aku jadi lebih glowing, sukaaaaa banget. So far aku bakal repurchase terus sih selama aku belum nemu produk yang hasilnya lebih bagus dari produk ini.",1
"Beli produk ini karna suka bgt sama air mawar vivanyaa. kalo di kulitku, ini bisa ngilangin bruntusan lumayan cepet, minyak di muka ku juga sedikit berkurang. untuk wanginya juga lumayan enak kaya fresh gitu. tapi yang ga aku suka itu bikin kulit jadi kusam tapi ga bgt sii jadi kulit kusamnya masih bisa diatasin dgn pake masker.",1
"Beli produk ini pas lg diskonan. So far so good ga greasy, produknya cepet nyerap jadi ga perlu nunggu lama kalo mau pake make up. Cuma sayangnya produk ini cepet bgt abis, apa gara2 packagingnya ya jadi masih banyak produk yg tertinggal di dalem tp ga bisa keluar",1
"Beli produk ini soalnya pengen beli fw yg bisa dicari dg mudah di toko offline terdekat, sekalian juga biar bisa menghemat pengeluaran 💵😢. Karena kulitku super oily dan acne prone akhirnya aku memutuskan untuk beli varian yg greentea ini. Aku suka bgt dg baunya, wangi greentea yg nyegerin, bikin aku semangat cuci muka 😍 Klaimnya bisa ngurangin minyak berlebih menurutku oke kok, habis pake ini wajah terasa seger dan matte, ya meskipun bikin kering dikit, itupun bagian yg kering emang habis aku pakein obat jerawat. Fw ini gak bikin nambah jerawat/efek negatif lainnya, tapi ya gak bikin muka bebas dari jerawat sih, jerawat aku masih suka datang pergi, terutama kalo mau menstruasi 😢 Tapi ini bagus kok, kalo ada jerawat dia lumayan calming, gak memperparah. Repurchase mungkin aja, tapi pengen nyoba yg satunya, pure active sensitive 👌",1
"Beli produk ini waktu saya SMP, sekitar tahun 2015 an pas produk ini launching jugak. Alasan saya beli ini karena saya suka banget sama minuman matcha hahaha eh ternyata sabun cuci muka matcha engga ngaruh sama sekali di muka aku.
Waktu aku beli problem muka aku tuh berminyak, kusem, komedo dan jerawat. Lalu cuci muka make ini berasa make air aja alias gak ada perubahan apa-apa. Aromanya aroma matcha banget sukakk, tapi sayang gak ngaruh apa-apa di aku huhuhu.",0
"Beli satu paket starkitnya, awal beli karna liat review di youtube bagus katanya. Berhubung aku punya sebiji jerawat batu jadi aku beli. Selama 2 minggu pemakaian ga ada efek apa- apa. Setelah lewat 2 minggu pemakaian tiba- tiba jerawat batu saya yang semula hanya 1 biji langsung penuh pipi kanan sampai ke rahang. Kaget dong saya, lansung berhenti pakainya. Dan selain dapat jerawat batu saya juga dapat flek hitam (melasma) karena produk ini. Menyesal banget sumpah, padahal saya pakai ini hanya malam saja. Siang saya pakai fair and lovely (dari zaman kuliah saya uda pakai). Sudah 6 bulan berjuang melawan jerawat batu yang ga ada habis- habisnya dan flek hitam yang makin melebar kemana- mana. Duit jutaan uda melayang dan hasilnya NOL BESAR",0
"beli sunscreen ini karna awal awal kuliah sering banget ke lahan (maklum anak pertanian hehe) dan sampai sekarang masih pakai sunscreen ini.. dia gak bikin white cast, enak banget di blend, emang sih awalnya muka kaya berminyak banget tapi kalau udah ngeset gak minyakan lagi dan ninggalin efek glowing🥰",1
"Beli sunscreen ini karna banyak bgt yg bahas dan pada bilang bagus ! Harganya terbilang nyaman di kantong,Dia watery gt,cepat menyerap,gampang diratakan dan gak bikin gerah atau berasa berminyak sama sekali 🥰 tdk menimbulkan whitecast juga wkwk suka bgt !",1
beli sunscreen Wardah di drugstore deket rumah dan awal masih bingung mau pilih Wardah kuning atau biru tapi beauty Agent Wardah nyaranin yg kuning sesuai dengan tipe kulit dan masalah kulit. kemudian saya pakai setiap hari dengan 2 jari penuh pertama kali pemakaian untuk 2 jari penuh susah nyerap kalau di geser dan saya cari cara dengan di blend ternyata lebih cepat nyerap. 1 botol ini cukup sebulan dan after pemakaian ada efek glowing dan tidak menimbulkan whitecast,1
"Beli toner ini bulan Juli 2020. Awalnya beli karena pengen pelan-pelan lepas dari kandungan alkohol dalam skincare, apalagi toner ku sebelum ini alkoholnya kenceng banget.
Botolnya simple, nggak aneh2, tutupnya juga nggak mudah terbuka. Ada small size dan fullsize nya, jadi enak banget kalo masih tahap trial bisa beli small size nya dulu.
Klaim toner ini nggak macem-macem, cuma hydrating. Katanya dia juga non colorant, non alcohol, dan non fragrance, mantep kan? Teksturnya bening dan agak kental, beberapa tetes aja udah melembabkan. Nggaada baunya, nggaada warnanya. Jadi menurutku toner ini sesuai klaim.
Kalo mau cari hydrating toner yang nggak neko-neko, menurutku toner ini bisa jadi pilihan.",1
"Beli tonic ini barengan sama milk cleansernya tapi sayangnya nggak cocok semua karena setelah pake ini malah mukaku gatel dan tumbuh jerawat. Meskipun pakenya ini dulu baru cuci muka terus lanjut skincare lain tapi tetep aja gatel banget dimukaku,jadi big no buat mukaku",0
Beli waktu ada harga promo dan dapet lumayan murah. Kurang suka sama face wash ini. Rasanya kayak biasa aja. Enggak bikin kering sih tapi dia rasanya juga kurang bersih kalo dipake sehabis make up. Enggak yang bikin muka ketarik gitu but i don't like how its feel after i wash my face. Teksturnya terlalu creamy menurutku.,0
"beli waktu awal"" launch bareng sama serumnya. untuk bekas jerawat bekerja banget, tapi sayangnya gacocok diaku dan malah nimbulin jerawat besar"" bnyak banget huhu, padahal bagus buat hyperpigment sama mencerahkannya",0
"Beli yang sachetan setelah kena racun dari review teman-teman di FD. Klaimnya finishing sunscreen ini akan matte, karena di formulasikan khusus buat muka oily. Sayangnya di aku setelah di apply malahan greasy, terasa berat banget dan kalau udah mulai keringetan malah bikin muka jadi kusam kucel. Baunya juga menurutku sedikit menyengat. Alhamdulillahnya gak bikin breakout sih. Not like it:(",0
"Beli yg 20 ml dulu karena mau nyoba. Awalnya yg biasa aku pake itu yg light complete tp itu kurang melembabkan di kulit aku. Akhirnya nyobain night cream yg sakura white. Beda bangett, yg ini fokusnya lebih ke melembabkan. Tiap abis pas bangun paginya mukaku lgsg glowing. Kalo untuk mencerahkan aku ga terlalu notice sih, buat memudarkan bekas jerawat jg ga terlalu works. Overall a good product buat yg nyari night cream dgn harga terjangkau yg melembabkan.",1
"beli-abis-beli lagi. buatku, facial foam-nya garnier emang juara. selain cocok untuk kulit berjerawatku, juga setelah pakai ini, berasa bersih dan cerah kulit mukanya. sesuka itu pakai produk ini. harganya bersahabat banget dan isinya banyak.",1
"belii ini di minimart karena penasaran, pas2an juga day cream yang biasa aku pake abis, minggu pertama di pake muka aku bruntusan bangett di dahi dan pipi, aku lanjut sampe minggu ke2 ternyata masi bruntusan, maybe aku kurang cocok pake ini karena pas aku kasi ke mama aku dia cocok2 aja ",0
"belii karena penasaraan dan harganya cukup murahh. ternyataa pas ku cobaa wanginyaa sangaatt strong bangettt, ga bikin efek ngelembapin jugaaa daan bikin wajahkuu sedikit beruntusann sihh kalau pake iniii dann bikiinn wajahkuu jd nambah berminyak ;(",0
belinya ngak sengaja ama day creamnya dan sheet masknya karna sunburn di bali.aku ngak terlalu suka day creamnya tapi facial foam ini tuh memuaskan.wangunya enak terus kerasa banget setelah di pake kalo kototan tuh keangkat semua jadi lebih ringan gitu,1
"belinya sih udh lama karena aku suka ngestock FW yg beragam. ini dipakenya enak banget kaya ada sensasi mintnya, diingredient nya juga tertulis memang ada kandungan mentolnya. wanginya juga enak aku suka banget warna FW nya hijau gitu menurutku aneh aja liatnya biasanya warnanya bening atau putih kan",1
belom lengkp emg kalau gak pake night cream white lab ini kyknya smua produk whitelab gkada yg jelek lhoo sumpahh bagus smua aku smpe speachless night creamnya bisa bkin kulit kita jdi lembab gt trus pas bngun pagi jd kyk sehat kenyal glowing ahh suka poll,1
"Benar-benar enteng pakai nivea micellar water yang ini, cukup mengangkat kotoran setelah memakai sunscreen.
Tekstur cair, tidak berbau, dan ringan.
Hanya saja, kurang cocok untuk kulit yang sedang memakai make-up tebal. Harus beli lagi",1
"Benci tapi cinta sama citra moisturizer ini. 
Gimana ya, BO aku berbulan bulan sampe pusing beli share in jar nyobain satu2 skincare karena takut memperparah keadaan,
Tapi sembuh cuma gara2 dia, receh banget kan yaa kulit aku. 😭
Tapi, jerawat sembuh komedo ga ilang. 😭😭
ternyata citra ini ada kandungan Isopropyl Mysristate di ingredients teratasnya. 😭😭😭
Ternyata perjalananku mencari moisturizer 
masih jauh, bakalan berkelana lagi..
Repurchase? Entahlaahh...",1
"Bener bener bagus untuk angkat makeup dan kotoran di wajah. Kandungan brightening rose nya juga membantu mencerahkan wajah dan cocok untuk semua jenis kulit. Selain itu, ponds vitamin mineral water ini mudah ditemukan di minumarket, drugstore ataupun ecommerce yang ada di Indonesia",1
"Bener bener baguss banget di kulit aku yg kombinasiiii parahhh bikin cerahhhh,lembab,di aku ga ketarik samsekkkk muka jadi bener bener cerah dan enakkk Malah lembabb di akuu alhamdulilllah cocok aku make ini dr smp sampai sma gamau gantiii2",1
"bener bener cinta sama produk ini. aku pake dari pas pertama muncul sampai sekarang. suka kareng bikin kulit lembab, kenyal, glowing dan gak bikin breakout di kulit aku yang sensitive dan gampang iritasi.",1
"Bener bener cocok bgt sama garnier sakura ini, biasanya pake product facial wash lain sukak panas di wajahku, tapi yang ini enggak! Lembut bgt dan bikin cerah. Ngga sulit juga cari garnier sakura ini rata rata di semu drugstore ada!! Hihihi",1
