,Text_Final,tokens,label,Pos,Neg
353,habis kecil penting bersih tidak tidak cocok banget langsung gatal tumbuh jerawat batu sedih banget padahal suka tekstur busa tidak lembap tapi tidak cocok,"['habis', 'kecil', 'penting', 'bersih', 'tidak', 'tidak', 'cocok', 'banget', 'langsung', 'gatal', 'tumbuh', 'jerawat', 'batu', 'sedih', 'banget', 'padahal', 'suka', 'tekstur', 'busa', 'tidak', 'lembap', 'tapi', 'tidak', 'cocok']",0,0,1
354,cukup angkat minyak tapi tidak buat striped tidak komedogenic aroma tidak kuat lumayan tebal tapi nyaman,"['cukup', 'angkat', 'minyak', 'tapi', 'tidak', 'buat', 'striped', 'tidak', 'komedogenic', 'aroma', 'tidak', 'kuat', 'lumayan', 'tebal', 'tapi', 'nyaman']",1,1,0
355,hwa banget produk tidak cocok tidak tarik rasa bersih liat cerah habis,"['hwa', 'banget', 'produk', 'tidak', 'cocok', 'tidak', 'tarik', 'rasa', 'bersih', 'liat', 'cerah', 'habis']",1,1,0
356,betul sabun biasa habis bisa paksa cepat langsung biasa kenal banyak coba kaget banget tarik parah kering tidak cock banget,"['betul', 'sabun', 'biasa', 'habis', 'bisa', 'paksa', 'cepat', 'langsung', 'biasa', 'kenal', 'banyak', 'coba', 'kaget', 'banget', 'tarik', 'parah', 'kering', 'tidak', 'cock', 'banget']",0,0,1
357,coba hadalabo ling tahun efek bersih cerah halus mirip hadalabo asa lebih tarik sedikit tapi enak efek cerah habis habis hadalabo kurang suka busa banyak sempurna,"['coba', 'hadalabo', 'ling', 'tahun', 'efek', 'bersih', 'cerah', 'halus', 'mirip', 'hadalabo', 'asa', 'lebih', 'tarik', 'sedikit', 'tapi', 'enak', 'efek', 'cerah', 'habis', 'habis', 'hadalabo', 'kurang', 'suka', 'busa', 'banyak', 'sempurna']",0,0,1
358,kering tapi nyaman pakai rasa minyak langsung kurang busa banyak lumayan tingi coba tidak sesal banyak harga murah,"['kering', 'tapi', 'nyaman', 'pakai', 'rasa', 'minyak', 'langsung', 'kurang', 'busa', 'banyak', 'lumayan', 'tingi', 'coba', 'tidak', 'sesal', 'banyak', 'harga', 'murah']",1,1,0
359,sedih banget kering asa banget tarik tarik kesat banget lusa langsung kelupas,"['sedih', 'banget', 'kering', 'asa', 'banget', 'tarik', 'tarik', 'kesat', 'banget', 'lusa', 'langsung', 'kelupas']",0,0,1
360,holygrail busa lembut banget hasil lembut tidak licin tidak kering repurchase coba kolagen warna tidak,"['holygrail', 'busa', 'lembut', 'banget', 'hasil', 'lembut', 'tidak', 'licin', 'tidak', 'kering', 'repurchase', 'coba', 'kolagen', 'warna', 'tidak']",1,1,0
361,alam produk cocok cerah suka busa gemes banget busa limpah suka tapi tidak tarik,"['alam', 'produk', 'cocok', 'cerah', 'suka', 'busa', 'gemes', 'banget', 'busa', 'limpah', 'suka', 'tapi', 'tidak', 'tarik']",1,1,0
362,tidak kering tarik tapi kurang suka produk busa busa gosok busa banyak tidak bisa busa tekan breakout biasa,"['tidak', 'kering', 'tarik', 'tapi', 'kurang', 'suka', 'produk', 'busa', 'busa', 'gosok', 'busa', 'banyak', 'tidak', 'bisa', 'busa', 'tekan', 'breakout', 'biasa']",0,0,1
363,tidak bagus banget benar bersih bersih busa lembut wangi segar fel lembap keren gas padahal busa banyak banget tapi lembap bagus tidak bruntus jerawat cerah peras tapi suka gampang,"['tidak', 'bagus', 'banget', 'benar', 'bersih', 'bersih', 'busa', 'lembut', 'wangi', 'segar', 'fel', 'lembap', 'keren', 'gas', 'padahal', 'busa', 'banyak', 'banget', 'tapi', 'lembap', 'bagus', 'tidak', 'bruntus', 'jerawat', 'cerah', 'peras', 'tapi', 'suka', 'gampang']",1,1,0
364,bagus lumayan tidak tidak bagus tapi tidak cepat lama suka tumbuh jerawat sembuh padahal bukan asa bersih banget enak tapi rasa kesat sedikit tapi,"['bagus', 'lumayan', 'tidak', 'tidak', 'bagus', 'tapi', 'tidak', 'cepat', 'lama', 'suka', 'tumbuh', 'jerawat', 'sembuh', 'padahal', 'bukan', 'asa', 'bersih', 'banget', 'enak', 'tapi', 'rasa', 'kesat', 'sedikit', 'tapi']",0,0,1
365,bekas bruntus jidat alkohol parfum banyak banget bekas kecil fre lewat shope kirim,"['bekas', 'bruntus', 'jidat', 'alkohol', 'parfum', 'banyak', 'banget', 'bekas', 'kecil', 'fre', 'lewat', 'shope', 'kirim']",0,0,1
366,tidak tidak rekomendasi super kering tidak tarik rasa tarik semingu semkain kering sisik tapi cerah gila bagus banget bagus nisepertinya,"['tidak', 'tidak', 'rekomendasi', 'super', 'kering', 'tidak', 'tarik', 'rasa', 'tarik', 'semingu', 'semkain', 'kering', 'sisik', 'tapi', 'cerah', 'gila', 'bagus', 'banget', 'bagus', 'nisepertinya']",0,0,1
367,populer harga jangkau biasa cocok sayang muncul jerawat padahal nyaman tapi cocok cocok,"['populer', 'harga', 'jangkau', 'biasa', 'cocok', 'sayang', 'muncul', 'jerawat', 'padahal', 'nyaman', 'tapi', 'cocok', 'cocok']",0,0,1
368,biasa coba jerawat habis lebih coba kolagen rasa mirip felnya kolagen segar lembut tidak tarik lembap cukup hampir produk aman lama tidak minyak,"['biasa', 'coba', 'jerawat', 'habis', 'lebih', 'coba', 'kolagen', 'rasa', 'mirip', 'felnya', 'kolagen', 'segar', 'lembut', 'tidak', 'tarik', 'lembap', 'cukup', 'hampir', 'produk', 'aman', 'lama', 'tidak', 'minyak']",1,1,0
369,coba racun cantik populer banget coba ekspektasi lebih benar enak banget tekstur busa banyak banget benar whipnya lembut halus cocok kulit sensitif lembut banget busa asa lembut tapi sedikit banget kering hidung sering kering plump langsung cerah banget,"['coba', 'racun', 'cantik', 'populer', 'banget', 'coba', 'ekspektasi', 'lebih', 'benar', 'enak', 'banget', 'tekstur', 'busa', 'banyak', 'banget', 'benar', 'whipnya', 'lembut', 'halus', 'cocok', 'kulit', 'sensitif', 'lembut', 'banget', 'busa', 'asa', 'lembut', 'tapi', 'sedikit', 'banget', 'kering', 'hidung', 'sering', 'kering', 'plump', 'langsung', 'cerah', 'banget']",1,1,0
370,coba cerah habis tidak kering tarik busa banyak banget fun wangi enak banget harga jangkau gampang banget habis tube tidak,"['coba', 'cerah', 'habis', 'tidak', 'kering', 'tarik', 'busa', 'banyak', 'banget', 'fun', 'wangi', 'enak', 'banget', 'harga', 'jangkau', 'gampang', 'banget', 'habis', 'tube', 'tidak']",1,1,0
371,habis bagus kering tidak tarik tidak bruntus busa banyak banyak busa biasa bersih licin sedikit,"['habis', 'bagus', 'kering', 'tidak', 'tarik', 'tidak', 'bruntus', 'busa', 'banyak', 'banyak', 'busa', 'biasa', 'bersih', 'licin', 'sedikit']",1,1,0
372,enak wangi busa banyak banget lembut bukan busa gelembung tapi benar benar busa gentle rich lumayan tidak kering tapi efek tidak liat tidak cerah,"['enak', 'wangi', 'busa', 'banyak', 'banget', 'lembut', 'bukan', 'busa', 'gelembung', 'tapi', 'benar', 'benar', 'busa', 'gentle', 'rich', 'lumayan', 'tidak', 'kering', 'tapi', 'efek', 'tidak', 'liat', 'tidak', 'cerah']",1,1,0
373,awal cantik hampir busa banyak banget padahal sedikit tapi sedih rasa tarik kering banget tidak cocok langsung lama,"['awal', 'cantik', 'hampir', 'busa', 'banyak', 'banget', 'padahal', 'sedikit', 'tapi', 'sedih', 'rasa', 'tarik', 'kering', 'banget', 'tidak', 'cocok', 'langsung', 'lama']",0,0,1
374,awal coba suka banget produk tidak sengaja langsung coba awal enak banget padahal tidak ekspektasi senak susah banget suka tapi awal coba langsung jatuh cinta andal butuh buruk repurchase produk holygrail butuh buruk,"['awal', 'coba', 'suka', 'banget', 'produk', 'tidak', 'sengaja', 'langsung', 'coba', 'awal', 'enak', 'banget', 'padahal', 'tidak', 'ekspektasi', 'senak', 'susah', 'banget', 'suka', 'tapi', 'awal', 'coba', 'langsung', 'jatuh', 'cinta', 'andal', 'butuh', 'buruk', 'repurchase', 'produk', 'holygrail', 'butuh', 'buruk']",1,1,0
375,banyak penasaran suka minyak angkat kulit suka tapi ringin rada kesat langsung hidrasi busa limpah padat lebih bersih tapi biasa jarang banget jerawat sering muncul tidak hilang jerawat,"['banyak', 'penasaran', 'suka', 'minyak', 'angkat', 'kulit', 'suka', 'tapi', 'ringin', 'rada', 'kesat', 'langsung', 'hidrasi', 'busa', 'limpah', 'padat', 'lebih', 'bersih', 'tapi', 'biasa', 'jarang', 'banget', 'jerawat', 'sering', 'muncul', 'tidak', 'hilang', 'jerawat']",0,0,1
376,kombinasi mana kering minyak coba produk busa banyak hilang minyak minyak tidak tarik bagi kering,"['kombinasi', 'mana', 'kering', 'minyak', 'coba', 'produk', 'busa', 'banyak', 'hilang', 'minyak', 'minyak', 'tidak', 'tarik', 'bagi', 'kering']",1,1,0
377,racun salah cantik bagus banget tekstur halus lembut akhir coba bagus banget hilang tekstur bekas jerawat habis halus tidak licin enak klaim bisa busa gumpal tidak bisa hampir susah tapi busa tebal tidak tarik habis,"['racun', 'salah', 'cantik', 'bagus', 'banget', 'tekstur', 'halus', 'lembut', 'akhir', 'coba', 'bagus', 'banget', 'hilang', 'tekstur', 'bekas', 'jerawat', 'habis', 'halus', 'tidak', 'licin', 'enak', 'klaim', 'bisa', 'busa', 'gumpal', 'tidak', 'bisa', 'hampir', 'susah', 'tapi', 'busa', 'tebal', 'tidak', 'tarik', 'habis']",1,1,0
378,busa cocok lembut banget aplikasi tidak kering bersih tidak bau tidak timbul reaksi negatif kering banyak awet,"['busa', 'cocok', 'lembut', 'banget', 'aplikasi', 'tidak', 'kering', 'bersih', 'tidak', 'bau', 'tidak', 'timbul', 'reaksi', 'negatif', 'kering', 'banyak', 'awet']",1,1,0
379,produk sangat busa cocok cocok tarik tapi asa lebih bersih cerah jangan lupa rating sangat rekomendasin,"['produk', 'sangat', 'busa', 'cocok', 'cocok', 'tarik', 'tapi', 'asa', 'lebih', 'bersih', 'cerah', 'jangan', 'lupa', 'rating', 'sangat', 'rekomendasin']",1,1,0
380,coba botol malas coba tidak efek tidak breakout enak tidak pengaruh coba coba awal tidak cocok produk,"['coba', 'botol', 'malas', 'coba', 'tidak', 'efek', 'tidak', 'breakout', 'enak', 'tidak', 'pengaruh', 'coba', 'coba', 'awal', 'tidak', 'cocok', 'produk']",1,1,0
381,coba populer banget produk kerja sangat baik tidak efek negatif efek tidak tarik tapi tidak kering busa limpah namun tidak mengunakan laku eksfoliasi lebih lebih lembap tidak semkain kering laku eksfoliasi rekomendasi sering aktifitas oudor sering keringat efek bersih sangat bagus coba hasil kapas bersih hati kulit kering bisa jangan kelam gosok kelam bisa kering,"['coba', 'populer', 'banget', 'produk', 'kerja', 'sangat', 'baik', 'tidak', 'efek', 'negatif', 'efek', 'tidak', 'tarik', 'tapi', 'tidak', 'kering', 'busa', 'limpah', 'namun', 'tidak', 'mengunakan', 'laku', 'eksfoliasi', 'lebih', 'lebih', 'lembap', 'tidak', 'semkain', 'kering', 'laku', 'eksfoliasi', 'rekomendasi', 'sering', 'aktifitas', 'oudor', 'sering', 'keringat', 'efek', 'bersih', 'sangat', 'bagus', 'coba', 'hasil', 'kapas', 'bersih', 'hati', 'kulit', 'kering', 'bisa', 'jangan', 'kelam', 'gosok', 'kelam', 'bisa', 'kering']",1,1,0
382,busa suka banget busa banyak kering tarik tapi tidak parah banget cerah segar rasa cocok tidak breakout purging,"['busa', 'suka', 'banget', 'busa', 'banyak', 'kering', 'tarik', 'tapi', 'tidak', 'parah', 'banget', 'cerah', 'segar', 'rasa', 'cocok', 'tidak', 'breakout', 'purging']",1,1,0
383,suka banget busa banyak banget meski busa banyak tapi tidak kering tarik lebih cerah suka,"['suka', 'banget', 'busa', 'banyak', 'banget', 'meski', 'busa', 'banyak', 'tapi', 'tidak', 'kering', 'tarik', 'lebih', 'cerah', 'suka']",1,1,0
384,cerah tidak kering busa lumayan banyak wangi suka mudah banget harga kantong coba,"['cerah', 'tidak', 'kering', 'busa', 'lumayan', 'banyak', 'wangi', 'suka', 'mudah', 'banget', 'harga', 'kantong', 'coba']",1,1,0
385,suka banget produk produk langsung biasa produk cantik shope benar banget oficial coba produk busa benar dahsyat rasa produk lembut sensitif lembap tidak jerawat produk tidak banget kering bisa gatal langsung bagus walaupun produk tidak kering salah produk rekomendasi,"['suka', 'banget', 'produk', 'produk', 'langsung', 'biasa', 'produk', 'cantik', 'shope', 'benar', 'banget', 'oficial', 'coba', 'produk', 'busa', 'benar', 'dahsyat', 'rasa', 'produk', 'lembut', 'sensitif', 'lembap', 'tidak', 'jerawat', 'produk', 'tidak', 'banget', 'kering', 'bisa', 'gatal', 'langsung', 'bagus', 'walaupun', 'produk', 'tidak', 'kering', 'salah', 'produk', 'rekomendasi']",1,1,0
386,banyak busa lembut rada padat pakai walaupun banyak busa tapi tidak tarik cocok banget kering jangkau gampang tidak iritasi asa lembap halus,"['banyak', 'busa', 'lembut', 'rada', 'padat', 'pakai', 'walaupun', 'banyak', 'busa', 'tapi', 'tidak', 'tarik', 'cocok', 'banget', 'kering', 'jangkau', 'gampang', 'tidak', 'iritasi', 'asa', 'lembap', 'halus']",1,1,0
387,bagus harga gin jangkau manfat rasa kemas mudah guna simpel tekstur asa lembap tidak tarik cocok sedikit jerawat bruntus rekomendasi,"['bagus', 'harga', 'gin', 'jangkau', 'manfat', 'rasa', 'kemas', 'mudah', 'guna', 'simpel', 'tekstur', 'asa', 'lembap', 'tidak', 'tarik', 'cocok', 'sedikit', 'jerawat', 'bruntus', 'rekomendasi']",1,1,0
388,akhir cocok hasil akhir tidak licin tidak licin tidak kering jerawat tidak susah muncul lebih halus aloevera gel mantap banget halus bersih,"['akhir', 'cocok', 'hasil', 'akhir', 'tidak', 'licin', 'tidak', 'licin', 'tidak', 'kering', 'jerawat', 'tidak', 'susah', 'muncul', 'lebih', 'halus', 'aloevera', 'gel', 'mantap', 'banget', 'halus', 'bersih']",1,1,0
389,benar benar suka benar benar cerah jerawat jerawat langsung kering wangi enak banget repurchase tidak,"['benar', 'benar', 'suka', 'benar', 'benar', 'cerah', 'jerawat', 'jerawat', 'langsung', 'kering', 'wangi', 'enak', 'banget', 'repurchase', 'tidak']",1,1,0
390,betul produk biasa tidak istimewa produk produk wangi enak banget harga cukup mahal tapi bagus produk tidak kering biasa cukup rekomendasi,"['betul', 'produk', 'biasa', 'tidak', 'istimewa', 'produk', 'produk', 'wangi', 'enak', 'banget', 'harga', 'cukup', 'mahal', 'tapi', 'bagus', 'produk', 'tidak', 'kering', 'biasa', 'cukup', 'rekomendasi']",1,1,0
391,sangat tidak cocok breakout jerawat mana padahal cocok tidak tidak cocok produk alkohol parfum banget,"['sangat', 'tidak', 'cocok', 'breakout', 'jerawat', 'mana', 'padahal', 'cocok', 'tidak', 'tidak', 'cocok', 'produk', 'alkohol', 'parfum', 'banget']",0,0,1
392,breakout parah banget tidak cocok coba produk hasil racun salah cantik aplikasi tidak rasa tarik kering aneh adan makin baik kering efek,"['breakout', 'parah', 'banget', 'tidak', 'cocok', 'coba', 'produk', 'hasil', 'racun', 'salah', 'cantik', 'aplikasi', 'tidak', 'rasa', 'tarik', 'kering', 'aneh', 'adan', 'makin', 'baik', 'kering', 'efek']",0,0,1
393,produk sangat murah inded awal coba shishedo sabun enak banget sensitif makin makin jerawat benar sabun cocok pasang keras coba enak banget tidak wangi aneh bersih tidak sebab jerawat breakout,"['produk', 'sangat', 'murah', 'inded', 'awal', 'coba', 'shishedo', 'sabun', 'enak', 'banget', 'sensitif', 'makin', 'makin', 'jerawat', 'benar', 'sabun', 'cocok', 'pasang', 'keras', 'coba', 'enak', 'banget', 'tidak', 'wangi', 'aneh', 'bersih', 'tidak', 'sebab', 'jerawat', 'breakout']",1,1,0
394,sabun gentle banget tarik bersih banget repurchase bagus lembap suka banget produk ringan busa tebal lembut,"['sabun', 'gentle', 'banget', 'tarik', 'bersih', 'banget', 'repurchase', 'bagus', 'lembap', 'suka', 'banget', 'produk', 'ringan', 'busa', 'tebal', 'lembut']",1,1,0
395,sabun cinta ampuh benar bagus banget sabun lembap cerah banget semkain fres segar awal benar langsung jatuh cinta banget produk tekstur lembut banget banget,"['sabun', 'cinta', 'ampuh', 'benar', 'bagus', 'banget', 'sabun', 'lembap', 'cerah', 'banget', 'semkain', 'fres', 'segar', 'awal', 'benar', 'langsung', 'jatuh', 'cinta', 'banget', 'produk', 'tekstur', 'lembut', 'banget', 'banget']",1,1,0
396,wangi enak banget segar tekstur lembut banget diaply busa lumayan banyak kulit tidak efek kesat lembap lembut banget tidak purging breakout,"['wangi', 'enak', 'banget', 'segar', 'tekstur', 'lembut', 'banget', 'diaply', 'busa', 'lumayan', 'banyak', 'kulit', 'tidak', 'efek', 'kesat', 'lembap', 'lembut', 'banget', 'tidak', 'purging', 'breakout']",1,1,0
397,serius bagus banget bersih power juara busa busa lembut banget jujur suka tapi belum alkohol parfum fre bagus banget serap minyak tidak licin,"['serius', 'bagus', 'banget', 'bersih', 'power', 'juara', 'busa', 'busa', 'lembut', 'banget', 'jujur', 'suka', 'tapi', 'belum', 'alkohol', 'parfum', 'fre', 'bagus', 'banget', 'serap', 'minyak', 'tidak', 'licin']",1,1,0
398,busa busa lembut banget tidak licin tapi tidak kering kaku habis cocok kering sensitif tidak timbul efek negatif tapi bakal coba putih efek mencerahkanya,"['busa', 'busa', 'lembut', 'banget', 'tidak', 'licin', 'tapi', 'tidak', 'kering', 'kaku', 'habis', 'cocok', 'kering', 'sensitif', 'tidak', 'timbul', 'efek', 'negatif', 'tapi', 'bakal', 'coba', 'putih', 'efek', 'mencerahkanya']",1,1,0
399,enak banget tidak kering tidak tarik busa lumayan banyak halus awal penasaran coba kecil cocok harga lumayan,"['enak', 'banget', 'tidak', 'kering', 'tidak', 'tarik', 'busa', 'lumayan', 'banyak', 'halus', 'awal', 'penasaran', 'coba', 'kecil', 'cocok', 'harga', 'lumayan']",1,1,0
400,cinta lama cocok tidak kering tidak parfum tidak sedikit busa benar benar tidak tarik tidak kering tidak hilang jerawat suka banget,"['cinta', 'lama', 'cocok', 'tidak', 'kering', 'tidak', 'parfum', 'tidak', 'sedikit', 'busa', 'benar', 'benar', 'tidak', 'tarik', 'tidak', 'kering', 'tidak', 'hilang', 'jerawat', 'suka', 'banget']",1,1,0
401,breakout eksfoliasi coba klaim tekstur gel bening bau tre lumayan kuat busa bisa tidak sedikit tapi bisa bersih baik kaget hidung tekstur lama tidak eksfoliasi lebih halus tidak rasa tarik lembut harga jangkau hasil bagus banget coba,"['breakout', 'eksfoliasi', 'coba', 'klaim', 'tekstur', 'gel', 'bening', 'bau', 'tre', 'lumayan', 'kuat', 'busa', 'bisa', 'tidak', 'sedikit', 'tapi', 'bisa', 'bersih', 'baik', 'kaget', 'hidung', 'tekstur', 'lama', 'tidak', 'eksfoliasi', 'lebih', 'halus', 'tidak', 'rasa', 'tarik', 'lembut', 'harga', 'jangkau', 'hasil', 'bagus', 'banget', 'coba']",1,1,0
402,enak banget busa tidak sedikit tapi tidak parfum tapi bau mirip sedikit rasa tidak tarik lembap banget juara lama tidak reaksi aneh lembut banget,"['enak', 'banget', 'busa', 'tidak', 'sedikit', 'tapi', 'tidak', 'parfum', 'tapi', 'bau', 'mirip', 'sedikit', 'rasa', 'tidak', 'tarik', 'lembap', 'banget', 'juara', 'lama', 'tidak', 'reaksi', 'aneh', 'lembut', 'banget']",1,1,0
403,awal coba bersih aman tidak aneh tidak akhir benar cocok super asa segar lembap cocok bersih repurchase suka,"['awal', 'coba', 'bersih', 'aman', 'tidak', 'aneh', 'tidak', 'akhir', 'benar', 'cocok', 'super', 'asa', 'segar', 'lembap', 'cocok', 'bersih', 'repurchase', 'suka']",1,1,0
404,suka banget benar benar holygrail hilang beruntus bruntus parah jidat coba dasar beruntus kering hilang semingu tidak asa tarik dingin tidak licin bau repurchase,"['suka', 'banget', 'benar', 'benar', 'holygrail', 'hilang', 'beruntus', 'bruntus', 'parah', 'jidat', 'coba', 'dasar', 'beruntus', 'kering', 'hilang', 'semingu', 'tidak', 'asa', 'tarik', 'dingin', 'tidak', 'licin', 'bau', 'repurchase']",1,1,0
405,bagus banget lebih bagus lebih gentle habis segar banget busa tapi tidak sedikit tekstur gel bening habis mulus banget,"['bagus', 'banget', 'lebih', 'bagus', 'lebih', 'gentle', 'habis', 'segar', 'banget', 'busa', 'tapi', 'tidak', 'sedikit', 'tekstur', 'gel', 'bening', 'habis', 'mulus', 'banget']",1,1,0
406,cukup baik tidak parfum tetapi klaim cukup bersih waktu tapi rasa kurang cocok kurang efisien,"['cukup', 'baik', 'tidak', 'parfum', 'tetapi', 'klaim', 'cukup', 'bersih', 'waktu', 'tapi', 'rasa', 'kurang', 'cocok', 'kurang', 'efisien']",1,1,0
407,bekas salah bekas tidak pakai kurang tumpuk lebih bisa,"['bekas', 'salah', 'bekas', 'tidak', 'pakai', 'kurang', 'tumpuk', 'lebih', 'bisa']",0,0,1
408,holu jerawat prone tapi sayang tidak cocok rasa tarik kering kelupas parah banget banget banget coba biasa kering lebih kering,"['holu', 'jerawat', 'prone', 'tapi', 'sayang', 'tidak', 'cocok', 'rasa', 'tarik', 'kering', 'kelupas', 'parah', 'banget', 'banget', 'banget', 'coba', 'biasa', 'kering', 'lebih', 'kering']",0,0,1
409,siklus urus bersih coba coba tapi jauh paham bersih tekstur gel bening bersih lembut kesat lebih,"['siklus', 'urus', 'bersih', 'coba', 'coba', 'tapi', 'jauh', 'paham', 'bersih', 'tekstur', 'gel', 'bening', 'bersih', 'lembut', 'kesat', 'lebih']",1,1,0
410,seningu bruntus jidat tidak cocok jual sila tidak minat,"['seningu', 'bruntus', 'jidat', 'tidak', 'cocok', 'jual', 'sila', 'tidak', 'minat']",0,0,1
411,benar benar tidak kering aman banget kombinasi jerawat prone produk tidak bau tipis banget hampir tidak asa lembap banget rekomendasi,"['benar', 'benar', 'tidak', 'kering', 'aman', 'banget', 'kombinasi', 'jerawat', 'prone', 'produk', 'tidak', 'bau', 'tipis', 'banget', 'hampir', 'tidak', 'asa', 'lembap', 'banget', 'rekomendasi']",1,1,0
412,sering bagus coba betul tapi tidak cocok jerawat lumayan parah coba awal rasa tidak kotor gel tapi lama lama enak tekstur lebih bagus merah merah jerawat hilang tingal bekas rekomendasi banget produk harga kualitas,"['sering', 'bagus', 'coba', 'betul', 'tapi', 'tidak', 'cocok', 'jerawat', 'lumayan', 'parah', 'coba', 'awal', 'rasa', 'tidak', 'kotor', 'gel', 'tapi', 'lama', 'lama', 'enak', 'tekstur', 'lebih', 'bagus', 'merah', 'merah', 'jerawat', 'hilang', 'tingal', 'bekas', 'rekomendasi', 'banget', 'produk', 'harga', 'kualitas']",1,1,0
413,banget benar kurang suka bersih gel kurang bersih tapi coba awal bagus banget produk coba langsung sih bagus banget lembap kenyal penting efektif sih repurchase,"['banget', 'benar', 'kurang', 'suka', 'bersih', 'gel', 'kurang', 'bersih', 'tapi', 'coba', 'awal', 'bagus', 'banget', 'produk', 'coba', 'langsung', 'sih', 'bagus', 'banget', 'lembap', 'kenyal', 'penting', 'efektif', 'sih', 'repurchase']",1,1,0
414,ringan banget serius tidak tarik cerah lembut tekstur tidak halus suka wangi natural rempah cocok banget jujur suka banget wangi,"['ringan', 'banget', 'serius', 'tidak', 'tarik', 'cerah', 'lembut', 'tekstur', 'tidak', 'halus', 'suka', 'wangi', 'natural', 'rempah', 'cocok', 'banget', 'jujur', 'suka', 'banget', 'wangi']",1,1,0
415,bekas pemakaianya cocok banget super gentle bersih banget irit pemakaianya rasa tidak habis padahal bosan coba langsung,"['bekas', 'pemakaianya', 'cocok', 'banget', 'super', 'gentle', 'bersih', 'banget', 'irit', 'pemakaianya', 'rasa', 'tidak', 'habis', 'padahal', 'bosan', 'coba', 'langsung']",0,0,1
416,salah sabun favorit sabun gentle banget tekstur gel bening cocok banget sensitif rasa lembut banget lembap tidak asa tarik,"['salah', 'sabun', 'favorit', 'sabun', 'gentle', 'banget', 'tekstur', 'gel', 'bening', 'cocok', 'banget', 'sensitif', 'rasa', 'lembut', 'banget', 'lembap', 'tidak', 'asa', 'tarik']",1,1,0
417,tekstur gel enak banget aroma tenang hasil akhir lembap halus tapi sayang kurang ampuh asa tapi habis biasa sensasi tenang bersih tidak licin akhir lebih ampuh tapi sangat rekomendasi sengaknya coba ful cocok tidak aneh,"['tekstur', 'gel', 'enak', 'banget', 'aroma', 'tenang', 'hasil', 'akhir', 'lembap', 'halus', 'tapi', 'sayang', 'kurang', 'ampuh', 'asa', 'tapi', 'habis', 'biasa', 'sensasi', 'tenang', 'bersih', 'tidak', 'licin', 'akhir', 'lebih', 'ampuh', 'tapi', 'sangat', 'rekomendasi', 'sengaknya', 'coba', 'ful', 'cocok', 'tidak', 'aneh']",1,1,0
418,rasa kurang bersih produk tarik tidak baik lama lama suka banget lembap tidak jerawat sedikit wangi segar cukup sedikit produk hasil busa cukup tekstur gel bening sabun,"['rasa', 'kurang', 'bersih', 'produk', 'tarik', 'tidak', 'baik', 'lama', 'lama', 'suka', 'banget', 'lembap', 'tidak', 'jerawat', 'sedikit', 'wangi', 'segar', 'cukup', 'sedikit', 'produk', 'hasil', 'busa', 'cukup', 'tekstur', 'gel', 'bening', 'sabun']",1,1,0
419,gentle banget walaupun gel bening tapi busa tapi sedikit asa bersih segar asa cerah tidak asa tarik kering padahal dehidrasi parah rasa sedikit lembap,"['gentle', 'banget', 'walaupun', 'gel', 'bening', 'tapi', 'busa', 'tapi', 'sedikit', 'asa', 'bersih', 'segar', 'asa', 'cerah', 'tidak', 'asa', 'tarik', 'kering', 'padahal', 'dehidrasi', 'parah', 'rasa', 'sedikit', 'lembap']",1,1,0
420,bersih hasil akhir lembap tidak tarik tidak wangi aneh tidak bau tekstur gel bening busa wajar bukan busa heboh harga lumayan mahal sabun tapi performa,"['bersih', 'hasil', 'akhir', 'lembap', 'tidak', 'tarik', 'tidak', 'wangi', 'aneh', 'tidak', 'bau', 'tekstur', 'gel', 'bening', 'busa', 'wajar', 'bukan', 'busa', 'heboh', 'harga', 'lumayan', 'mahal', 'sabun', 'tapi', 'performa']",1,1,0
421,habis bagi jerawat merah merah tidak semingu merah habis merah hilang,"['habis', 'bagi', 'jerawat', 'merah', 'merah', 'tidak', 'semingu', 'merah', 'habis', 'merah', 'hilang']",0,0,1
422,tekstur suka tidak mengangu aktifitas cepat resap satu coba jerawat prone aman breakout aroma tidak mengangu,"['tekstur', 'suka', 'tidak', 'mengangu', 'aktifitas', 'cepat', 'resap', 'satu', 'coba', 'jerawat', 'prone', 'aman', 'breakout', 'aroma', 'tidak', 'mengangu']",1,1,0
423,banget coba tapi tidak sesal kondisi kering jerawat aktif kecil kecil merah rasa tenang lembut lembap tidak rasa tarik merah reda jerawat hilang benar benar gentle bersih alternatif selain hampir tidak bau aman sensitif banyak kemas slek simpel,"['banget', 'coba', 'tapi', 'tidak', 'sesal', 'kondisi', 'kering', 'jerawat', 'aktif', 'kecil', 'kecil', 'merah', 'rasa', 'tenang', 'lembut', 'lembap', 'tidak', 'rasa', 'tarik', 'merah', 'reda', 'jerawat', 'hilang', 'benar', 'benar', 'gentle', 'bersih', 'alternatif', 'selain', 'hampir', 'tidak', 'bau', 'aman', 'sensitif', 'banyak', 'kemas', 'slek', 'simpel']",1,1,0
424,favorit salicylic kurang suka tekstur gel tidak licin tapi benar klaim bagus banget breakout breakout tenang banget tidak aneh bahan,"['favorit', 'salicylic', 'kurang', 'suka', 'tekstur', 'gel', 'tidak', 'licin', 'tapi', 'benar', 'klaim', 'bagus', 'banget', 'breakout', 'breakout', 'tenang', 'banget', 'tidak', 'aneh', 'bahan']",1,1,0
